,first,second,third
2679,[],[],[]
2680,"['Jc', '8s', '9h', 'Ts', '9d']",[],[]
2681,"['8c', 'Td', '2d', '8d', '4c']",[],[]
2682,"['Kc', 'Qh', '8s']",[],[]
2683,[],[],[]
2684,"['Qd', '4c', 'Ts']",[],[]
2685,"['8s', 'Qs', '7h', 'Jh', '9h']",[],[]
2686,"['2h', 'Jh', 'Ac']",[],[]
2687,[],[],[]
2688,"['Th', 'Js', '8h', '8c', '2h']",[],[]
2689,[],[],[]
2690,"['Ks', '2s', '9c']",[],[]
2691,"['3d', '2s', '4c', 'Qc']",[],[]
2692,[],[],[]
2693,"['Td', '8c', 'Qh', '7c', '6s']",[],[]
2694,[],[],[]
2695,"['4s', 'Ad', '3d', '2h']",[],[]
2696,"['Kc', 'Tc', '4h', '2h', '8c']",[],[]
2697,"['Th', '3h', '2d', 'Ks', '5h']",[],[]
2698,"['8h', '5s', '2s']",[],[]
2699,[],[],[]
2700,[],[],[]
2701,[],[],[]
2702,"['9s', '2d', '3c', '8h', '9h']",[],[]
2703,"['3c', 'Ad', 'Ac']",[],[]
2704,"['Kh', 'Qs', 'As']",[],[]
2705,[],[],[]
2706,"['5d', '9c', '4c']",[],[]
2707,"['2h', 'Ac', '8s', '9d']",[],[]
2708,[],[],[]
2709,"['Jd', 'Jc', 'Qh']",[],[]
2710,"['7d', 'Ac', 'Jc', 'Kh', 'Ts']",[],[]
2711,[],[],[]
2712,"['9d', '2c', 'Qs', '2d', 'Kc']",[],[]
2713,[],[],[]
2714,"['9h', '9d', 'Qs', '5s', '5c']",[],[]
2715,"['9d', '8d', 'Jc']",[],[]
2716,[],[],[]
2717,[],[],[]
2718,"['Td', 'Kh', '3c']",[],[]
2719,"['4h', 'As', '2s']",[],[]
2720,[],[],[]
2721,[],[],[]
2722,[],[],[]
2723,"['4h', '3h', 'Qh']",[],[]
2724,"['7d', '3s', '7h', 'Qc', 'Ks']",[],[]
2725,[],[],[]
2726,"['6h', '8h', 'Td']",[],[]
2727,"['2d', '2s', '7h']",[],[]
2728,[],[],[]
2729,[],[],[]
2730,[],[],[]
2731,[],[],[]
2732,"['Tc', '9c', '4c', 'Qs']",[],[]
2733,"['Th', '9s', '4c', '8s']",[],[]
2734,[],[],[]
2735,[],[],[]
2736,"['Td', 'Kc', 'Ts', '6h', 'Jd']",[],[]
2737,[],[],[]
2738,"['7c', '4d', '3s']",[],[]
2739,[],[],[]
2740,"['Kd', '4h', 'Qh', '7c']",[],[]
2741,[],[],[]
2742,"['5d', '5s', '9c', '9s', 'Qd']",[],[]
2743,[],[],[]
2744,[],[],[]
2745,"['8s', 'Ks', 'Kc']",[],[]
2746,"['4h', 'Kc', 'Ah']",[],[]
2747,"['7c', '3c', 'Td', '7d']",[],[]
2748,[],[],[]
2749,[],[],[]
2750,[],[],[]
2751,"['5c', '7d', '9s', '6s', 'Kd']",[],[]
2752,"['9h', 'Td', 'Qs', 'Qc']",[],[]
2753,[],[],[]
2754,[],[],[]
2755,"['6h', '5d', '9h', 'Ac', '6d']",[],[]
2756,"['2s', '9h', '6s']",[],[]
2757,"['Qs', '9c', 'As', '4d']",[],[]
2758,[],[],[]
2759,[],[],[]
2760,"['6s', '8c', '7h']",[],[]
2761,"['9c', '3c', '2h']",[],[]
2762,"['7c', 'Jc', 'Qh', '3h']",[],[]
2763,"['7d', 'Th', '6d', '2h', '4h']",[],[]
2764,"['4s', '3d', '4c', 'Ts']",[],[]
2765,"['9d', 'As', '6h', '3d', '7s']",[],[]
2766,"['Jh', '8s', '2c', 'Td', '3h']",[],[]
2767,"['6s', '2c', '5h', '2s', 'Qd']",[],[]
2768,"['Kd', '8d', '3d', 'Jd', 'Ah']",[],[]
2769,[],[],[]
2770,[],[],[]
2771,"['Qh', '5c', 'Jd', 'Th']",[],[]
2772,"['2d', 'Tc', 'Ah']",[],[]
2773,"['3s', 'Jd', '9s', '8c']",[],[]
2774,"['5h', '8h', '9c', '8d', 'Qc']",[],[]
2775,[],[],[]
2776,[],[],[]
2777,[],[],[]
2778,[],[],[]
2779,[],[],[]
2780,"['8c', 'Qc', '4h', 'Ah', '5c']",[],[]
2781,"['6h', '7c', '6c']",[],[]
2782,[],[],[]
2783,"['Ah', 'Ks', 'Jh', '4s']",[],[]
2784,"['Kd', '3d', 'Kh']",[],[]
2785,[],[],[]
2786,"['7h', '3d', '5s', 'Ts', 'Qh']",[],[]
2787,"['3s', 'Ts', '9d']",[],[]
2788,[],[],[]
2789,[],[],[]
2790,[],[],[]
2791,"['Th', 'Jc', '2s', 'Ad']",[],[]
2792,"['6d', '7d', '8h']",[],[]
2793,"['As', 'Td', '2d']",[],[]
2794,[],[],[]
2795,"['6d', 'Js', '2s', 'Ad', 'Ts']",[],[]
2796,[],[],[]
2797,[],[],[]
2798,"['3s', 'Ks', '7s', 'Tc']",[],[]
2799,[],[],[]
2800,[],[],[]
2801,"['4s', 'Kd', '9d', '4h', '5d']",[],[]
2802,[],[],[]
2803,[],[],[]
2804,"['5h', '8c', 'Th', '4h', 'Ac']",[],[]
2805,"['Tc', '9c', '9s', 'Jh', 'Kd']",[],[]
2806,"['3h', '4h', 'Kh', '4s', 'Kd']",[],[]
2807,[],[],[]
2808,"['5c', 'As', '3c', '2d', 'Ks']",[],[]
2809,"['Ah', '4c', 'Qd']",[],[]
2810,"['As', '8h', 'Ts']",[],[]
2811,"['5c', 'Td', '8h', 'Ks', 'Ah']",[],[]
2812,[],[],[]
2813,"['6h', '3h', 'Ad', 'Th']",[],[]
2814,[],[],[]
2815,"['Qc', '7c', 'Ts', '2h', 'Tc']",[],[]
2816,[],[],[]
2817,"['4c', 'Qd', 'Jd']",[],[]
2818,"['Ks', '4h', '5s']",[],[]
2819,"['3c', '7h', 'Jc', '2c', '7c']",[],[]
2820,[],[],[]
2821,[],[],[]
2822,[],[],[]
2823,"['4s', 'Qh', 'Kc', '8d', '6s']",[],[]
2824,"['Jc', '5h', '6s', '7c', '4s']",[],[]
2825,"['4h', '8d', '7s', '2h']",[],[]
2826,"['7h', '8c', '5d', '4c', 'As']",[],[]
2827,[],[],[]
2828,"['Th', 'Kh', 'Ts', '5d']",[],[]
2829,[],[],[]
2830,"['6h', 'Jh', '2c', '8d', '7h']",[],[]
2831,[],[],[]
2832,[],[],[]
2833,[],[],[]
2834,[],[],[]
2835,[],[],[]
2836,[],[],[]
2837,"['8h', '3h', 'Jd', '8s', 'Kc']",[],[]
2838,"['4d', '5h', '6h', 'Qh', '4c']",[],[]
2839,"['2s', 'Qh', 'Ad', 'Qd', 'Kc']",[],[]
2840,[],[],[]
2841,"['7c', '6h', 'Qs']",[],[]
2842,"['Kh', '8d', '5s']",[],[]
2843,[],[],[]
2844,"['6c', '3d', '5c', '3c', '8s']",[],[]
2845,[],[],[]
2846,"['3d', 'Td', '9d', '6s', 'Jc']",[],[]
2847,"['9h', 'Jd', '5c', 'Td', '4s']",[],[]
2848,[],[],[]
2849,"['3h', 'Th', '4h']",[],[]
2850,"['9h', 'Qd', 'Tc', 'Js', 'Qc']",[],[]
2851,"['Ts', 'Qs', '9d', '7h', '8h']",[],[]
2852,"['Jc', '5d', 'Kd', 'Jd', '7s']",[],[]
2853,[],[],[]
2854,[],[],[]
2855,[],[],[]
2856,[],[],[]
2857,"['Qs', '3h', '4h']",[],[]
2858,"['2s', '5s', '8h', '2d', '9h']",[],[]
2859,"['3h', '6c', '2h', '3s']",[],[]
2860,[],[],[]
2861,"['Jd', 'Ts', '3h', '8s']",[],[]
2862,"['As', 'Qh', 'Ah']",[],[]
2863,[],[],[]
2864,[],[],[]
2865,"['Js', '6s', 'Kh', '4c', 'As']",[],[]
2866,"['9c', 'Jd', '3h']",[],[]
2867,"['Th', 'Kd', '5h', '2h', '8s']",[],[]
2868,"['2s', '9d', '7h']",[],[]
2869,"['9c', '9h', '8h']",[],[]
2870,"['Ad', '5h', '7s', '8h', 'Qc']",[],[]
2871,"['6h', '7h', 'Kd', 'Th', '9d']",[],[]
2872,"['5h', '3c', 'Qc', '4h', '3d']",[],[]
2873,[],[],[]
2874,[],[],[]
2875,[],[],[]
2876,[],[],[]
2877,[],[],[]
2878,[],[],[]
2879,"['7d', 'Ts', 'Jd', 'Qs', '8d']",[],[]
2880,[],[],[]
2881,"['Kh', '7c', '9h', '7h', '4h']",[],[]
2882,[],[],[]
2883,"['8s', '4h', 'As', '6s', 'Qs']",[],[]
2884,"['8d', '3c', '3s']",[],[]
2885,[],[],[]
2886,"['Js', '7s', '9d']",[],[]
2887,[],[],[]
2888,[],[],[]
2889,"['Jd', '7h', '3d', '5c']",[],[]
2890,[],[],[]
2891,[],[],[]
2892,"['2d', '8c', '7d']",[],[]
2893,[],[],[]
2894,"['7h', '6c', 'Qs', '4h', '6s']",[],[]
2895,"['Kd', 'Ks', '7s']",[],[]
2896,[],[],[]
2897,"['7c', 'Tc', '3h']",[],[]
2898,"['3h', '8h', 'Jd']",[],[]
2899,"['Jd', 'Kd', 'Th']",[],[]
2900,[],[],[]
2901,"['Td', '2h', '5c', 'Jd', 'Js']",[],[]
2902,"['2d', 'Ac', '4h', 'Tc', '7d']",[],[]
2903,[],[],[]
2904,"['Ts', 'Js', 'Qh', '2d']",[],[]
2905,"['7d', 'Jc', '2c', '2d']",[],[]
2906,"['3d', 'Qd', 'Jh', '7c', '7h']",[],[]
2907,"['Qd', 'Tc', '5c']",[],[]
2908,[],[],[]
2909,[],[],[]
2910,[],[],[]
2911,[],[],[]
2912,[],[],[]
2913,"['Qd', 'Jh', '8d']",[],[]
2914,[],[],[]
2915,[],[],[]
2916,"['Qc', '9d', 'Tc', '2c', '8h']",[],[]
2917,[],[],[]
2918,[],[],[]
2919,[],[],[]
2920,[],[],[]
2921,[],[],[]
2922,"['Tc', '2c', '4d', 'Ts', '7h']",[],[]
2923,"['Kc', '4s', 'Qc', '2h', '5h']",[],[]
2924,"['9s', '5s', '8h']",[],[]
2925,[],[],[]
2926,"['8d', 'Jd', '5c', '7h']",[],[]
2927,[],[],[]
2928,"['6h', '8d', 'Ks']",[],[]
2929,"['Js', 'Th', '2s', 'Ks']",[],[]
2930,"['Qs', '3c', 'Js', '5c', '5d']",[],[]
2931,"['2d', 'Ad', '9s', 'Ts', '8c']",[],[]
2932,"['6d', 'Jh', 'Td', 'Ad', '2c']",['3d'],[]
2933,[],[],[]
2934,[],[],[]
2935,[],[],[]
2936,"['3c', '3d', 'Qs', '7h', '9c']",[],[]
2937,"['Kc', '2d', 'Js']",[],[]
2938,"['3c', '6h', 'Kh']",[],[]
2939,[],[],[]
2940,"['Ks', 'Ac', '5h']",[],[]
2941,"['6d', 'Js', '7s', '6c', 'Tc']",[],[]
2942,"['4c', '4h', 'Jh']",[],[]
2943,"['6c', 'Qd', '8d']",[],[]
2944,[],[],[]
2945,[],[],[]
2946,[],[],[]
2947,"['8s', 'Qs', '8d']",[],[]
2948,"['4h', '5h', 'Jd', 'Qc', '6c']",[],[]
2949,"['As', 'Qh', '6s', '3c']",[],[]
2950,[],[],[]
2951,[],[],[]
2952,"['9c', '8h', '6h', 'Qd', 'Ac']",[],[]
2953,"['5c', '5d', 'Kc']",[],[]
2954,"['Js', 'Td', 'Ad', '6c', '4c']",[],[]
2955,[],[],[]
2956,[],[],[]
2957,[],[],[]
2958,"['5d', '7s', '9s', 'Ts', 'Th']",[],[]
2959,[],[],[]
2960,[],[],[]
2961,[],[],[]
2962,"['Qh', '2d', 'Qd', '3c']",[],[]
2963,"['4s', 'Qs', '7s']",[],[]
2964,[],[],[]
2965,[],[],[]
2966,[],[],[]
2967,[],[],[]
2968,"['4d', '6s', 'Tc', '6c', '5h']",[],[]
2969,[],[],[]
2970,[],[],[]
2971,[],[],[]
2972,"['8d', 'Th', '3s', 'Jh']",[],[]
2973,[],[],[]
2974,"['8c', 'Ts', 'Th', '6c', 'Qh']",[],[]
2975,[],[],[]
2976,"['2d', '3c', 'Jc', '3s']",[],[]
2977,"['Qs', '7s', 'Ah', 'Js']",[],[]
2978,"['Td', '3c', '6h', '5d', '2h']",[],[]
2979,"['3d', '3c', 'Ah']",[],[]
2980,"['6c', '2c', 'Jd', '5d', 'Qh']",[],[]
2981,"['7d', 'Qd', '5s', 'Th', '5d']",['5h'],[]
2982,"['8d', '6h', 'Th', 'Kd']",[],[]
2983,[],[],[]
2984,"['9s', '8d', '9h']",[],[]
2985,"['Ts', 'Tc', '3d']",[],[]
2986,"['7d', 'Qc', 'Th', '6c']",[],[]
2987,[],[],[]
2988,"['4s', '2c', 'Td']",[],[]
2989,[],[],[]
2990,[],[],[]
2991,[],[],[]
2992,[],[],[]
2993,"['7d', '5c', '4s']",[],[]
2994,[],[],[]
2995,[],[],[]
2996,[],[],[]
2997,"['4h', 'Kd', '5c', '6s', '2d']",[],[]
2998,"['4c', '3s', 'Tc', '9c', 'Ac']",[],[]
2999,"['6s', '4h', 'Tc', 'Qh', '5d']",[],[]
3000,"['Kc', 'Qh', 'Ah', '7h']",[],[]
3001,[],[],[]
3002,[],[],[]
3003,[],[],[]
3004,"['9s', '9d', '9h', '4s', '5s']",[],[]
3005,"['Kh', '6s', '6h', 'Jd', '6c']",[],[]
3006,"['7c', '9c', '6c', 'Js']",[],[]
3007,"['4s', '7s', 'Tc', 'Ac']",[],[]
3008,"['Jh', '9c', 'Tc', '5s', '8c']",[],[]
3009,"['4h', 'Kc', 'Jc', '6c', 'Ac']",[],[]
3010,[],[],[]
3011,"['4s', 'Js', '7c']",[],[]
3012,[],[],[]
3013,[],[],[]
3014,[],[],[]
3015,"['3s', '2h', 'Ts']",[],[]
3016,[],[],[]
3017,"['Jh', 'Th', 'Ac', '5c']",[],[]
3018,"['Qh', 'Ks', '2s', '3h', 'Ah']",[],[]
3019,[],[],[]
3020,"['4h', '3h', '3c', '5s']",[],[]
3021,"['2c', 'Qs', 'As']",[],[]
3022,[],[],[]
3023,"['2c', '8d', 'Ah', '5h', '4c']",[],[]
3024,[],[],[]
3025,[],[],[]
3026,"['2c', '5d', 'Jd', '6d', '8s']",[],[]
3027,[],[],[]
3028,"['Ad', 'Tc', 'Jh', '6h', 'Ts']",[],[]
3029,"['Jh', '3h', '6h', 'Kd', '5d']",[],[]
3030,[],[],[]
3031,[],[],[]
3032,[],[],[]
3033,[],[],[]
3034,[],[],[]
3035,"['3s', 'Kd', 'Ad', 'Qs', 'Ac']",[],[]
3036,[],[],[]
3037,"['2s', '5h', '7h', 'Jd']",[],[]
3038,"['Qh', '8c', '9s']",[],[]
3039,"['Jd', '7s', '5s']",[],[]
3040,[],[],[]
3041,"['8h', '9c', '5h']",[],[]
3042,[],[],[]
3043,[],[],[]
3044,"['Jh', 'Jc', 'Ah', 'As', 'Td']",[],[]
3045,[],[],[]
3046,"['6s', '7s', 'Jd', '9h']",[],[]
3047,[],[],[]
3048,"['2h', 'Kc', '7c', 'Ac', '4d']",[],[]
3049,[],[],[]
3050,[],[],[]
3051,[],[],[]
3052,[],[],[]
3053,[],[],[]
3054,[],[],[]
3055,"['8d', 'Ts', '6h', '5h', '4s']",[],[]
3056,"['4h', '8d', '7d', '3h', 'Ad']",[],[]
3057,[],[],[]
3058,"['6h', '3h', 'Qs', 'Ac', '8c']",[],[]
3059,[],[],[]
3060,[],[],[]
3061,[],[],[]
3062,[],[],[]
3063,[],[],[]
3064,"['3s', '3c', '6d', '7h']",[],[]
3065,[],[],[]
3066,"['Ks', '7d', '5d']",[],[]
3067,[],[],[]
3068,"['5s', '7c', 'Ah', '7d', '5d']",[],[]
3069,[],[],[]
3070,"['Td', 'Jh', '3s', 'Jc']",[],[]
3071,[],[],[]
3072,"['Ts', '3s', '9d', '2h', '4s']",[],[]
3073,[],[],[]
3074,"['5c', '5h', 'Jc', '4d', '8d']",[],[]
3075,"['7d', '4c', '3d', '2d', '5s']",[],[]
3076,"['Ts', '3d', '5h']",[],[]
3077,[],[],[]
3078,[],[],[]
3079,[],[],[]
3080,[],[],[]
3081,"['9d', '8d', 'Ks']",[],[]
3082,[],[],[]
3083,[],[],[]
3084,"['6c', '2c', 'Kd', '2s']",[],[]
3085,"['2c', 'Ad', '4c', 'Qc']",[],[]
3086,"['Qh', '4h', '4d', 'Qd', '6c']",[],[]
3087,[],[],[]
3088,[],[],[]
3089,"['8c', '5c', '9d', 'Ad']",[],[]
3090,"['Qh', '9c', 'Kc']",[],[]
3091,"['8d', '5d', '9s', '3h', '7d']",[],[]
3092,"['Qc', '2h', '8s', 'Ks', '7c']",[],[]
3093,[],[],[]
3094,"['Ah', '8d', 'Qc', 'Jh', '5s']",[],[]
3095,[],[],[]
3096,[],[],[]
3097,[],[],[]
3098,"['8c', '3s', 'Td']",[],[]
3099,"['Qc', '2s', '6s']",[],[]
3100,[],[],[]
3101,[],[],[]
3102,"['Ts', '4h', '2s', 'Qd', '3s']",[],[]
3103,[],[],[]
3104,[],[],[]
3105,[],[],[]
3106,"['2d', '9d', '5d']",[],[]
3107,"['2d', '7h', '3d', '9d', 'Tc']",[],[]
3108,[],[],[]
3109,[],[],[]
3110,[],[],[]
3111,[],[],[]
3112,[],[],[]
3113,"['8s', '2c', 'Ts', 'Jd']",[],[]
3114,"['Qd', '9d', 'Ah', 'Th', 'Jc']",[],[]
3115,"['3s', 'Qs', '4c', '8c', '2s']",[],[]
3116,[],[],[]
3117,"['Ts', '9d', '6c', 'Ad', '7h']",[],[]
3118,"['Qd', '6d', '9d']",[],[]
3119,"['7s', 'Jc', 'As', '3d', 'Ad']",[],[]
3120,"['Kd', 'Js', '3d', '7c', '9d']",[],[]
3121,"['Jh', 'Ah', 'Qc', '8c']",[],[]
3122,[],[],[]
3123,"['4h', 'Qd', '2d', 'Ts', 'Td']",[],[]
3124,[],[],[]
3125,"['Kd', 'Js', '3d']",[],[]
3126,"['4c', 'Qc', 'Qd', '5s']",[],[]
3127,"['3s', '3h', '2s', '8s']",[],[]
3128,"['4c', 'Qs', 'Th']",[],[]
3129,"['6s', 'Qd', '8h', '9s', '5c']",[],[]
3130,[],[],[]
3131,[],[],[]
3132,[],[],[]
3133,[],[],[]
3134,"['Ks', '9s', '7h', '6c', '8h']",[],[]
3135,[],[],[]
3136,[],[],[]
3137,"['Js', 'Kd', '8d', '5h', '4c']",[],[]
3138,"['6c', '3s', 'Qc', '3h', '5s']",[],[]
3139,"['Ts', '9h', '7h', '3s', '7s']",[],[]
3140,[],[],[]
3141,[],[],[]
3142,"['9s', '7d', '2c', '4h', '4d']",[],[]
3143,[],[],[]
3144,[],[],[]
3145,"['7d', '5s', '6h', '4c', '3d']",[],[]
3146,"['Kd', 'Jc', 'Kh', 'Jd', 'Ks']",[],[]
3147,"['9d', 'Ks', '9h', '6s']",[],[]
3148,[],[],[]
3149,"['6c', '2h', 'Kd']",[],[]
3150,"['4s', '9c', '5d', '2s', '7c']",[],[]
3151,"['5c', 'Kc', '6c', 'Jh', 'Tc']",[],[]
3152,[],[],[]
3153,"['9d', '5c', '5h']",[],[]
3154,[],[],[]
3155,[],[],[]
3156,[],[],[]
3157,"['Qc', '5c', 'Jd']",[],[]
3158,"['5c', '2s', 'Jh']",[],[]
3159,"['7d', '2h', '6h', '5h', '7h']",[],[]
3160,"['Th', '9s', '4s']",[],[]
3161,"['Kc', 'Jc', '3c', 'Js', 'Ks']",[],[]
3162,"['6s', '2d', '9s', 'Jh', '3h']",[],[]
3163,[],[],[]
3164,[],[],[]
3165,"['Ah', '9h', '7d', '3s']",[],[]
3166,"['Qh', '4d', '7h', '8d', '8s']",[],[]
3167,[],[],[]
3168,"['6d', '5c', 'Qh', 'Qs', '6s']",[],[]
3169,[],[],[]
3170,[],[],[]
3171,"['3d', 'Jh', '2s', '5h']",[],[]
3172,[],[],[]
3173,[],[],[]
3174,[],[],[]
3175,"['3d', 'Ts', '4h']",[],[]
3176,[],[],[]
3177,"['8d', 'Ks', '2c', '8h', 'Kd']",[],[]
3178,[],[],[]
3179,"['6h', 'Kc', 'Qs', 'Jc', '2c']",[],[]
3180,"['8s', '4s', 'Js', '4h']",[],[]
3181,[],[],[]
3182,[],[],[]
3183,"['8s', 'Th', 'Ah', 'Ts']",[],[]
3184,[],[],[]
3185,[],[],[]
3186,[],[],[]
3187,"['Qd', '3s', 'Qh', '5c', 'Js']",[],[]
3188,[],[],[]
3189,"['Qs', 'Th', '6d', '5d', '9h']",[],[]
3190,"['Ts', '3s', 'Ac']",[],[]
3191,[],[],[]
3192,"['Qh', '3s', 'Td', '7s', '8s']",[],[]
3193,[],[],[]
3194,[],[],[]
3195,"['3c', 'Qd', 'Tc', '4d', 'Ts']",[],[]
3196,"['Jh', '9c', '9d', 'Th']",[],[]
3197,"['Ah', '6c', '5d', 'Td']",[],[]
3198,"['5h', '9d', '4c', '9c', 'Th']",[],[]
3199,[],[],[]
3200,[],[],[]
3201,"['4d', '5d', '6c', 'Th', '5c']",[],[]
3202,"['Td', '2s', 'Jc', 'Th', 'Jd']",[],[]
3203,[],[],[]
3204,"['4d', '3d', '3c', '7c', '8s']",[],[]
3205,[],[],[]
3206,[],[],[]
3207,[],[],[]
3208,"['3d', 'Ts', 'Ks', '8h']",[],[]
3209,[],[],[]
3210,[],[],[]
3211,[],[],[]
3212,"['6h', 'As', '7s']",[],[]
3213,"['2h', '9h', '2c', '5h']",[],[]
3214,"['2d', '5s', '3d', 'Ah', '2h']",[],[]
3215,[],[],[]
3216,[],[],[]
3217,"['7h', '8s', '4s', '3h', 'Th']",[],[]
3218,[],[],[]
3219,[],[],[]
3220,"['6s', 'Ks', '5s', 'Td', '5d']",[],[]
3221,"['6h', '6s', '2h', '4s', '3d']",[],[]
3222,"['4h', 'Jh', 'Qh', '8h', 'Qc']",[],[]
3223,"['9h', '6c', '3c', 'Kh', 'Td']",[],[]
3224,"['3h', '2c', 'Jd', 'Js', 'Ac']",[],[]
3225,[],[],[]
3226,[],[],[]
3227,[],[],[]
3228,"['6c', 'Ah', '5s', '2s', 'Qd']",[],[]
3229,[],[],[]
3230,"['Ah', 'Ad', 'Kd', '3s', '8d']",[],[]
3231,"['Qd', 'Kd', '3s', '7c', '9s']",[],[]
3232,"['Ac', 'Kh', '6h', '3s', 'Js']",[],[]
3233,"['2d', 'Tc', 'Ac', '7h', '5c']",[],[]
3234,[],[],[]
3235,"['9h', 'Td', '7d']",[],[]
3236,[],[],[]
3237,"['7h', 'Qs', '6d']",[],[]
3238,"['6h', '3s', 'Kd', '7h', '2s']",[],[]
3239,"['Ad', '9h', 'Ts']",[],[]
3240,[],[],[]
3241,[],[],[]
3242,[],[],[]
3243,"['3h', '2d', '5d', 'As', '4h']",[],[]
3244,"['As', 'Qh', '2h']",[],[]
3245,"['7h', '2c', '7c']",[],[]
3246,"['8c', '3s', '7h', 'Ts', 'Td']",[],[]
3247,[],[],[]
3248,"['Qh', '2h', 'Th', '7s', 'Ah']",[],[]
3249,"['3s', '6d', '2c', '9d', 'Js']",[],[]
3250,"['Kd', '8s', '7c', 'Td', 'Ac']",[],[]
3251,"['Th', 'As', '2c', 'Qd', '2s']",[],[]
3252,[],[],[]
3253,"['Js', 'Qd', 'Ac', '4h', '8h']",[],[]
3254,"['Kh', '2s', '7c']",[],[]
3255,"['7d', '5h', '6d']",[],[]
3256,"['3d', 'Ac', '6c']",[],[]
3257,"['7h', '6s', '4c', '9h', '9d']",[],[]
3258,[],[],[]
3259,"['2d', '8c', '7s', 'Js', '7d']",[],[]
3260,"['4d', '6d', '6c', 'Jd']",[],[]
3261,"['5s', '8s', '2s']",[],[]
3262,"['6s', '5c', 'Qs', '9d', 'Js']",[],[]
3263,[],[],[]
3264,[],[],[]
3265,"['8c', 'Tc', 'As', 'Ts', '9h']",[],[]
3266,"['4c', '8d', 'Kh']",[],[]
3267,"['9c', '9s', 'Ac', '9d', '3h']",[],[]
3268,[],[],[]
3269,"['5c', '9h', 'Kc', 'Jc', '4h']",[],[]
3270,[],[],[]
3271,"['5c', 'Th', '2h', '4s', 'Qc']",[],[]
3272,"['6h', '3s', '6s', 'Ts', 'Ks']",[],[]
3273,"['4s', '3d', '5s', 'Qc', '5c']",[],[]
3274,"['Jc', '6d', '8d']",[],[]
3275,"['7c', '2s', 'Qh', 'Kd', '9h']",[],[]
3276,[],[],[]
3277,[],[],[]
3278,[],[],[]
3279,[],[],[]
3280,"['Kh', '3d', '2h', '7c']",[],[]
3281,"['Tc', '7c', '9s', '3h', '7h']",[],[]
3282,[],[],[]
3283,[],[],[]
3284,[],[],[]
3285,"['8c', '7s', 'Kd', '4d', '2h']",[],[]
3286,"['Qc', 'Ts', '2c', 'Ah']",[],[]
3287,[],[],[]
3288,"['6h', '3h', '6s']",[],[]
3289,"['9c', 'Kc', '5s']",[],[]
3290,[],[],[]
3291,[],[],[]
3292,[],[],[]
3293,"['3d', '7d', 'Jd', 'Ts', '3s']",[],[]
3294,"['5h', 'Qh', 'Kc']",[],[]
3295,[],[],[]
3296,"['2h', '4c', 'Ks', '4h', '4s']",[],[]
3297,[],[],[]
3298,[],[],[]
3299,"['Qd', '3c', 'Th', 'Ac', '3s']",[],[]
3300,[],[],[]
3301,[],[],[]
3302,"['3s', '4c', '3c', 'Kc', 'Ks']",[],[]
3303,[],[],[]
3304,[],[],[]
3305,[],[],[]
3306,"['2h', '3s', '2d', '8s']",[],[]
3307,"['6c', '6s', 'Kh', 'Kc', '8d']",[],[]
3308,[],[],[]
3309,[],[],[]
3310,"['6h', '5h', 'Kh', '5d', '9s']",[],[]
3311,"['Ks', '5h', '6s', 'Js', '9s']",[],[]
3312,[],[],[]
3313,"['5h', '3s', '9d']",[],[]
3314,"['As', '9c', '6s']",[],[]
3315,"['4d', '7c', 'Qh']",[],[]
3316,"['Js', '8s', '5h', '7d']",[],[]
3317,"['3h', '6s', 'Kd', '2d']",[],[]
3318,"['8h', '9s', '6h']",[],[]
3319,[],[],[]
3320,[],[],[]
3321,[],[],[]
3322,[],[],[]
3323,[],[],[]
3324,"['3s', '9s', '5h', 'Ks']",[],[]
3325,"['6c', '9h', '2s', 'Qd', '2h']",[],[]
3326,"['4h', '7c', '4c', '4d']",[],[]
3327,"['4h', '8s', 'Js']",[],[]
3328,[],[],[]
3329,[],[],[]
3330,[],[],[]
3331,[],[],[]
3332,"['Kc', 'Ad', '7d']",[],[]
3333,[],[],[]
3334,"['9s', '9c', '3c']",[],[]
3335,[],[],[]
3336,[],[],[]
3337,"['8s', '3c', 'Kh', '6h']",[],[]
3338,"['4d', '8h', '9h', '9c', '3h']",[],[]
3339,"['7c', '6s', '6h', '5d']",[],[]
3340,"['Jc', 'Ts', '2c', '8c', '8d']",[],[]
3341,[],[],[]
3342,"['2s', '5s', 'Js', '4d', '5c']",[],[]
3343,[],[],[]
3344,"['4d', 'Qs', 'Jd', '7d', 'Tc']",[],[]
3345,"['Qh', '4d', 'Th', '9h', 'Kh']",[],[]
3346,"['Ts', '8d', '2c', 'Tc']",[],[]
3347,"['6c', '5c', 'Qs', '9h', 'Ah']",[],[]
3348,"['2s', 'As', 'Ah', 'Js', 'Qs']",[],[]
3349,"['5h', '4s', 'Th', 'Jc', '5s']",[],[]
3350,[],[],[]
3351,"['8h', '2s', '3s', '2d', 'Ah']",[],[]
3352,"['Ks', '6h', 'Kc', '6c', '8d']",[],[]
3353,[],[],[]
3354,"['4h', 'Jd', '8s', 'Qc', '8h']",[],[]
3355,[],[],[]
3356,[],[],[]
3357,"['4h', '2c', 'Tc', '7s', '5d']",[],[]
3358,"['Ah', '6h', 'Ts', 'Js']",[],[]
3359,"['Ad', '2c', '6h']",[],[]
3360,"['5h', 'Qc', 'Ac', '6s', '3d']",[],[]
3361,[],[],[]
3362,"['Ts', '5s', '7h', 'Jc', '3s']",[],[]
3363,"['2c', '3s', '7h', '6c', '7c']",[],[]
