,id,order,value
6961753,1937,5dd8b174,2.0
6965364,1790,2025c02d,1.0
6969123,1791,85ee1a80,2.0
6972882,1792,bea6eda3,24.0
6976640,1792,1f639f54,24.0
6980400,1794,b2f30242,2.0
6980544,1938,b2f30242,1.0
6984158,1794,c8840f2f,1.0
6984216,1852,c8840f2f,2.0
6984240,1876,c8840f2f,1.0
6984244,1880,c8840f2f,1.0
6984277,1913,c8840f2f,4.0
6984315,1951,c8840f2f,2.0
6987917,1795,aa4e35f1,24.0
6987937,1815,aa4e35f1,7.0
6988052,1930,aa4e35f1,1.0
6988081,1959,aa4e35f1,24.0
6991676,1796,c577e63c,26.0
6991738,1858,c577e63c,2.0
6991797,1917,c577e63c,1.0
6995434,1796,bf833fb9,26.0
6995471,1833,bf833fb9,7.0
6995560,1922,bf833fb9,7.0
6995594,1956,bf833fb9,2.0
6999193,1797,bef2bc3,221.0
6999198,1802,bef2bc3,1.0
7002953,1799,c9a1dd35,1.0
7006711,1799,534a3f1,2.0
7010470,1800,426c2e1b,6.0
7010473,1803,426c2e1b,6.0
7010620,1950,426c2e1b,4.0
7014228,1800,e4cdc901,6.0
7017987,1801,92e67a79,1.0
7018145,1959,92e67a79,24.0
7021745,1801,e860d15,1.0
7025505,1803,afe69b59,2.0
7025540,1838,afe69b59,2.0
7025563,1861,afe69b59,2.0
7025635,1933,afe69b59,14.0
7025638,1936,afe69b59,2.0
7029263,1803,ab0f8b2e,6.0
7029412,1952,ab0f8b2e,1.0
7033024,1806,61b68f2c,1.0
7033067,1849,61b68f2c,1.0
7033086,1868,61b68f2c,8.0
7033141,1923,61b68f2c,15.0
7036783,1807,2d49cd9d,2.0
7036827,1851,2d49cd9d,15.0
7036841,1865,2d49cd9d,6.0
7036849,1873,2d49cd9d,17.0
7036853,1877,2d49cd9d,1.0
7036866,1890,2d49cd9d,14.0
7036880,1904,2d49cd9d,1.0
7040541,1807,1206c310,2.0
7044299,1807,39d94941,2.0
7044434,1942,39d94941,9.0
7048058,1808,c95304a7,4.0
7048068,1818,c95304a7,1.0
7048081,1831,c95304a7,5.0
7051816,1808,eed96117,4.0
7051836,1828,eed96117,1.0
7051845,1837,eed96117,7.0
7055574,1808,2a5c550a,4.0
7055605,1839,2a5c550a,2.0
7055679,1913,2a5c550a,1.0
7055713,1947,2a5c550a,1.0
7059333,1809,30f9b03d,1.0
7059343,1819,30f9b03d,1.0
7059383,1859,30f9b03d,2.0
7059384,1860,30f9b03d,27.0
7063091,1809,8a32627,6.0
7063130,1848,8a32627,6.0
7063183,1901,8a32627,32.0
7066850,1810,4941645c,4.0
7070608,1810,ed25e9f7,2.0
7070630,1832,ed25e9f7,1.0
7074367,1811,93ae9552,1.0
7074482,1926,93ae9552,4.0
7074493,1937,93ae9552,2.0
7078125,1811,c79ded2a,2.0
7078151,1837,c79ded2a,7.0
7078268,1954,c79ded2a,2.0
7081884,1812,539cdde5,6.0
7081902,1830,539cdde5,1.0
7085642,1812,b3bbed69,6.0
7085656,1826,b3bbed69,9.0
7085657,1827,b3bbed69,6.0
7085761,1931,b3bbed69,1.0
7089401,1813,1946b466,7.0
7089411,1823,1946b466,2.0
7093159,1813,14a96d3e,2.0
7096917,1813,f8e1b24b,7.0
7096921,1817,f8e1b24b,2.0
7100675,1813,c5628783,1.0
7104434,1814,ce3ec0be,1.0
7108192,1814,7da0f47e,1.0
7111951,1815,742cb84d,14.0
7111952,1816,742cb84d,1.0
7112004,1868,742cb84d,8.0
7115709,1815,b9ba24c0,14.0
7115733,1839,b9ba24c0,20.0
7115759,1865,b9ba24c0,8.0
7119468,1816,6501f386,1.0
7119477,1825,6501f386,1.0
7123227,1817,40b574e1,31.0
7123256,1846,40b574e1,2.0
7126986,1818,58084352,29.0
7127043,1875,58084352,95.0
7130746,1820,d683f70d,21.0
7130783,1857,d683f70d,1.0
7134504,1820,4331a08f,1.0
7134519,1835,4331a08f,1.0
7138262,1820,d7d7286d,21.0
7142021,1821,d8e1abcf,13.0
7142027,1827,d8e1abcf,1.0
7142042,1842,d8e1abcf,4.0
7145779,1821,8da03c84,4.0
7145811,1853,8da03c84,4.0
7149538,1822,c285c686,1.0
7149557,1841,c285c686,2.0
7149564,1848,c285c686,1.0
7149623,1907,c285c686,1.0
7149632,1916,c285c686,7.0
7149637,1921,c285c686,1.0
7149658,1942,c285c686,1.0
7153297,1823,a74f0570,2.0
7157056,1824,9e2520cf,1.0
7160815,1825,5711a157,2.0
7160835,1845,5711a157,2.0
7160891,1901,5711a157,100.0
7160899,1909,5711a157,1.0
7160947,1957,5711a157,2.0
7164574,1826,e038e93d,2.0
7164637,1889,e038e93d,1.0
7168332,1826,ff8c7652,9.0
7172090,1826,618c8f34,1.0
7172096,1832,618c8f34,15.0
7172142,1878,618c8f34,1.0
7175850,1828,201691c1,2.0
7175875,1853,201691c1,1.0
7175917,1895,201691c1,6.0
7175951,1929,201691c1,8.0
7179609,1829,b28b5ecc,6.0
7183369,1831,b5e69ad5,5.0
7187128,1832,445c6496,15.0
7190887,1833,d04835e6,2.0
7194646,1834,29c4b12f,1.0
7194679,1867,29c4b12f,43.0
7198406,1836,271f391d,1.0
7202165,1837,b35504b0,2.0
7202227,1899,b35504b0,2.0
7205924,1838,4373fc19,4.0
7205947,1861,4373fc19,1.0
7209682,1838,6d37890c,4.0
7209699,1855,6d37890c,6.0
7209742,1898,6d37890c,23.0
7213442,1840,dbfa9b02,26.0
7217200,1840,c66cd6f1,26.0
7220959,1841,faa70c12,2.0
7224718,1842,4eaf74ad,1.0
7224730,1854,4eaf74ad,1.0
7228477,1843,268a6e03,414.0
7228511,1877,268a6e03,2.0
7228568,1934,268a6e03,1.0
7228593,1959,268a6e03,1.0
7232235,1843,e4d1f94a,6.0
7232244,1852,e4d1f94a,2.0
7235993,1843,26dd532a,2.0
7239751,1843,a8088ba8,414.0
7239850,1942,a8088ba8,9.0
7243510,1844,a325c1ef,1.0
7243526,1860,a325c1ef,1.0
7247271,1847,22761fcb,7.0
7247281,1857,22761fcb,2.0
7247308,1884,22761fcb,2.0
7247322,1898,22761fcb,23.0
7251029,1847,73f1f950,2.0
7251045,1863,73f1f950,1.0
7251069,1887,73f1f950,1.0
7251131,1949,73f1f950,6.0
7254788,1848,dc975f1b,6.0
7258548,1850,28d8e29,1.0
7258552,1854,28d8e29,1.0
7258618,1920,28d8e29,2.0
7262306,1850,6a5a4d15,1.0
7262307,1851,6a5a4d15,15.0
7262346,1890,6a5a4d15,2.0
7266065,1851,a5519fe2,2.0
7266080,1866,a5519fe2,1.0
7266153,1939,a5519fe2,2.0
7269827,1855,bd375872,6.0
7269856,1884,bd375872,2.0
7273586,1856,c3e2480a,2.0
7273600,1870,c3e2480a,1.0
7273605,1875,c3e2480a,7.0
7273622,1892,c3e2480a,1.0
7277344,1856,3179869c,7.0
7277428,1940,3179869c,2.0
7277429,1941,3179869c,2.0
7281107,1861,be3058f4,2.0
7284867,1863,6cf5e33b,2.0
7288626,1864,48c152fd,7.0
7288650,1888,48c152fd,1.0
7288651,1889,48c152fd,72.0
7292384,1864,a2647f30,14.0
7296143,1865,3da6ec61,8.0
7296151,1873,3da6ec61,17.0
7299903,1867,342aa052,43.0
7299917,1881,342aa052,2.0
7299984,1948,342aa052,9.0
7303662,1868,c6fc2bb0,8.0
7303668,1874,c6fc2bb0,2.0
7307421,1869,560722a1,1.0
7307448,1896,560722a1,5.0
7307467,1915,560722a1,4.0
7307495,1943,560722a1,18.0
7311180,1870,c0669c64,1.0
7314940,1872,311dea59,2.0
7314964,1896,311dea59,5.0
7314970,1902,311dea59,7.0
7318699,1873,cbf202d3,1.0
7318709,1883,cbf202d3,5.0
7322459,1875,49b3bdce,95.0
7326217,1875,2f6b1f01,1.0
7326243,1901,2f6b1f01,100.0
7329976,1876,243e09c8,2.0
7329979,1879,243e09c8,2.0
7333735,1877,e3c461dd,2.0
7333757,1899,e3c461dd,4.0
7333813,1955,e3c461dd,2.0
7337496,1880,bfee0288,1.0
7337505,1889,bfee0288,4.0
7341256,1882,b10f8aa2,1.0
7341281,1907,b10f8aa2,2.0
7345015,1883,4c501e04,5.0
7345032,1900,4c501e04,4.0
7345051,1919,4c501e04,1.0
7348773,1883,3a2c9055,5.0
7348784,1894,3a2c9055,1.0
7352532,1884,da5c9df0,1.0
7352554,1906,da5c9df0,6.0
7356291,1885,d256af74,1.0
7360050,1886,d81a23a9,2.0
7363809,1887,3b6d2e8a,58.0
7363816,1894,3b6d2e8a,2.0
7367570,1890,b6624ebb,1.0
7367579,1899,b6624ebb,4.0
7371329,1891,82fb8217,1.0
7375089,1893,d20e8bbf,1.0
7378848,1894,461adacf,2.0
7382607,1895,d34f3560,6.0
7386370,1900,c145a8d,4.0
7390134,1906,7b136a1b,6.0
7393893,1907,9a22d961,2.0
7393894,1908,9a22d961,8.0
7397655,1911,a7ccd198,2.0
7401413,1911,150f6bcc,2.0
7405172,1912,b92c9197,2.0
7405185,1925,b92c9197,21.0
7405187,1927,b92c9197,2.0
7408931,1913,bbfc9a99,9.0
7408964,1946,bbfc9a99,7.0
7408965,1947,bbfc9a99,117.0
7412691,1915,47a0ec76,4.0
7412693,1917,47a0ec76,2.0
7412708,1932,47a0ec76,11.0
7416452,1918,46628641,1.0
7420212,1920,aaa6943e,14.0
7420245,1953,aaa6943e,1.0
7423973,1923,4d8e4478,15.0
7427731,1923,afb8f784,2.0
7431490,1924,7a6f469,2.0
7435250,1926,4dcc18ee,4.0
7439010,1928,41c79bd2,4.0
7439011,1929,41c79bd2,8.0
7442771,1931,30a7dce0,2.0
7446534,1936,d3a88d4d,8.0
7450302,1946,6f85a6d1,7.0
7454062,1948,42effaf3,58.0
7457825,1953,9954d49d,2.0
7461586,1956,fe298a,16.0
7465346,1958,9ed7f95d,9.0
7469106,1960,19da2bdf,1.0
7472864,1960,b1190a9,6.0
7476623,1961,ce508695,101.0
7480381,1961,6805d69,1.0
7480393,1973,6805d69,2.0
7484139,1961,8a293baa,2.0
7484157,1979,8a293baa,1.0
7487898,1962,5921f3b0,1.0
7487963,2027,5921f3b0,1.0
7491656,1962,4672d4f2,1.0
7491657,1963,4672d4f2,4.0
7495415,1963,2a286b7c,1.0
7495468,2016,2a286b7c,2.0
7499174,1964,40778785,2.0
7502932,1964,95a6bf49,2.0
7502936,1968,95a6bf49,2.0
7502941,1973,95a6bf49,2.0
7502944,1976,95a6bf49,1.0
7502992,2024,95a6bf49,16.0
7506691,1965,be284461,7.0
7506761,2035,be284461,1.0
7510449,1965,951721d9,7.0
7514208,1966,9292440f,2.0
7514210,1968,9292440f,1.0
7514216,1974,9292440f,1.0
7517966,1966,92940c19,1.0
7517981,1981,92940c19,1.0
7521725,1967,7cc51a7c,18.0
7525483,1967,273323a0,45.0
7529241,1967,69b0df50,45.0
7533000,1968,87590651,6.0
7536758,1968,5e432e4b,6.0
7536768,1978,5e432e4b,2.0
7536808,2018,5e432e4b,2.0
7540517,1969,cf7c057b,2.0
7540542,1994,cf7c057b,1.0
7540543,1995,cf7c057b,6.0
7540549,2001,cf7c057b,2.0
7540562,2014,cf7c057b,2.0
7544275,1969,e7d582d6,2.0
7544276,1970,e7d582d6,1.0
7544327,2021,e7d582d6,1.0
7548035,1971,2c818d44,51.0
7548036,1972,2c818d44,35.0
7551793,1971,9bc5f81f,51.0
7555552,1972,90d2b240,5.0
7555615,2035,90d2b240,6.0
7555635,2055,90d2b240,1.0
7559311,1973,573bf3fc,1.0
7559337,1999,573bf3fc,2.0
7563070,1974,3c804561,21.0
7563088,1992,3c804561,108.0
7563106,2010,3c804561,2.0
7563138,2042,3c804561,20.0
7566828,1974,f39a6e34,21.0
7566870,2016,f39a6e34,2.0
7566877,2023,f39a6e34,4.0
7570587,1975,7d3c6bc7,7.0
7570593,1981,7d3c6bc7,2.0
7570594,1982,7d3c6bc7,15.0
7570649,2037,7d3c6bc7,225.0
7570654,2042,7d3c6bc7,2.0
7574345,1975,c3a36f86,7.0
7578103,1975,d667343a,1.0
7578148,2020,d667343a,2.0
7581862,1976,8da3479e,2.0
7581879,1993,8da3479e,6.0
7581931,2045,8da3479e,2.0
7581942,2056,8da3479e,18.0
7585620,1976,63ad26b2,2.0
7589379,1977,95f9c800,2.0
7593137,1977,b87b35ed,2.0
7593186,2026,b87b35ed,1.0
7596896,1978,e358fe64,2.0
7596935,2017,e358fe64,4.0
7596950,2032,e358fe64,1.0
7600655,1979,6ff198a7,1.0
7604414,1980,f5d9f9c8,1.0
7604418,1984,f5d9f9c8,162.0
7608172,1980,8fccd076,2.0
7608176,1984,8fccd076,162.0
7608214,2022,8fccd076,1.0
7608230,2038,8fccd076,1.0
7611930,1980,98e4c8ca,2.0
7615690,1982,8f662d2f,1.0
7619448,1982,c68815c6,2.0
7619522,2056,c68815c6,6.0
7619526,2060,c68815c6,2.0
7623207,1983,e21940bb,1.0
7626965,1983,c172197,1.0
7630725,1985,f255cdea,1.0
7630753,2013,f255cdea,17.0
7634483,1985,c4426695,1.0
7634525,2027,c4426695,1.0
7638242,1986,3bcbb12b,1.0
7642000,1986,aa3a0b87,2.0
7642071,2057,aa3a0b87,1.0
7645758,1986,f3123b23,17.0
7645762,1990,f3123b23,1.0
7645773,2001,f3123b23,2.0
7649516,1986,6a933f8e,17.0
7649518,1988,6a933f8e,1.0
7649539,2009,6a933f8e,4.0
7649560,2030,6a933f8e,6.0
7653275,1987,8b89754e,31.0
7653329,2041,8b89754e,2.0
7657033,1987,23b05922,31.0
7657037,1991,23b05922,1.0
7660791,1987,13623686,2.0
7660856,2052,13623686,2.0
7664550,1988,e3db2a8c,1.0
7664564,2002,e3db2a8c,2.0
7668309,1989,4ceab1ee,2.0
7672067,1989,d74dffc2,1.0
7672095,2017,d74dffc2,4.0
7672121,2043,d74dffc2,7.0
7672124,2046,d74dffc2,1.0
7672125,2047,d74dffc2,19.0
7675825,1989,d445e6a6,2.0
7675895,2059,d445e6a6,2.0
7679585,1991,f79f4791,8.0
7683344,1992,dd3d3b11,1.0
7683406,2054,dd3d3b11,1.0
7687102,1992,f57c1d73,2.0
7687129,2019,f57c1d73,200.0
7690860,1992,30791fcf,108.0
7694619,1993,2ce3a997,4.0
7698377,1993,73a5bf63,2.0
7698401,2017,73a5bf63,2.0
7702135,1993,567554c1,6.0
7702152,2010,567554c1,2.0
7705896,1996,f8e2c951,2.0
7705925,2025,f8e2c951,2.0
7705948,2048,f8e2c951,1.0
7709654,1996,3e3a249a,2.0
7713413,1997,2febb0f3,49.0
7713456,2040,2febb0f3,1.0
7713462,2046,2febb0f3,109.0
7717171,1997,4d28dbd9,2.0
7720929,1997,831ca369,49.0
7724688,1998,9bde9f90,2.0
7724711,2021,9bde9f90,2.0
7728446,1998,29ca03dc,1.0
7732204,1998,ab10c07f,2.0
7735963,1999,84150bb5,1.0
7736015,2051,84150bb5,4.0
7739721,1999,7a338b0d,2.0
7739741,2019,7a338b0d,200.0
7743480,2000,c92f74f7,1.0
7747240,2002,eac8821c,74.0
7750999,2003,b428921a,2.0
7751047,2051,b428921a,1.0
7754757,2003,493d140c,2.0
7758515,2003,cf7a4d6d,1.0
7762274,2004,4b9f82,2.0
7762322,2052,4b9f82,1.0
7766032,2004,7c19b9dd,2.0
7766089,2061,7c19b9dd,5.0
7769791,2005,88e348f9,1.0
7773550,2006,76eaa9e6,6.0
7777308,2006,1ed9970,6.0
7781067,2007,241b4281,1.0
7784825,2007,25ff18e5,1.0
7784857,2039,25ff18e5,1.0
7788584,2008,849d5ea2,1.0
7788587,2011,849d5ea2,1.0
7788625,2049,849d5ea2,2.0
7792342,2008,49e8e21f,1.0
7796101,2009,1e5f4e09,6.0
7799859,2009,b18f2550,4.0
7799862,2012,b18f2550,1.0
7803617,2009,2ff347,6.0
7807376,2010,bed64bc8,2.0
7807409,2043,bed64bc8,7.0
7811135,2011,1c1fb846,1.0
7814894,2012,5b0c38ce,2.0
7814935,2053,5b0c38ce,2.0
7818653,2013,2c6f649d,17.0
7818655,2015,2c6f649d,1.0
7822412,2014,7894c56f,1.0
7826170,2014,511890d8,2.0
7829929,2015,31f9296e,2.0
7829963,2049,31f9296e,2.0
7833687,2015,8aea63df,7.0
7833696,2024,8aea63df,16.0
7833705,2033,8aea63df,2.0
7833720,2048,8aea63df,2.0
7837445,2015,cf1869be,7.0
7841205,2017,df7b8548,1.0
7841211,2023,df7b8548,4.0
7844964,2018,a44b7eec,2.0
7844966,2020,a44b7eec,2.0
7848723,2019,d28e244d,2.0
7852484,2022,29e7b270,1.0
7852525,2063,29e7b270,24.0
7856243,2023,66ed29d5,2.0
7860001,2023,dc17f0e9,1.0
7863760,2024,5b6e1c1d,1.0
7863799,2063,5b6e1c1d,1.0
7867519,2025,98412c71,2.0
7871278,2026,3d422f56,1.0
7875038,2028,9bae8d38,1.0
7878796,2028,8a8e0f1a,10.0
7882555,2029,292f6bfa,7.0
7886313,2029,b04d4f67,7.0
7886324,2040,b04d4f67,1.0
7890071,2029,19bf58c8,1.0
7893830,2030,c2056974,6.0
7893833,2033,c2056974,1.0
7897589,2031,eb6e84ee,7.0
7897595,2037,eb6e84ee,2.0
7897603,2045,eb6e84ee,2.0
7897614,2056,eb6e84ee,18.0
7901347,2031,25d928b6,2.0
7905105,2031,bcd6311a,7.0
7905132,2058,bcd6311a,2.0
7908865,2033,c4260a50,2.0
7912624,2034,1a7c57ff,7.0
7916382,2034,fbe381c1,7.0
7916408,2060,fbe381c1,1.0
7920141,2035,1b727c5f,2.0
7923900,2036,8f0241ea,1.0
7927659,2037,7956af58,225.0
7927668,2046,7956af58,109.0
7931418,2038,fded5349,7.0
7931439,2059,fded5349,1.0
7931440,2060,fded5349,2.0
7935177,2039,2c0b0858,2.0
7935200,2062,2c0b0858,2.0
7938937,2041,c9d17b5e,2.0
7942696,2042,b50259e2,20.0
7942711,2057,b50259e2,1.0
7946454,2042,1a96263b,1.0
7946462,2050,1a96263b,2.0
7950213,2043,83dffb1c,7.0
7950214,2044,83dffb1c,12.0
7953972,2044,70216b0d,1.0
7957731,2045,d32822bf,2.0
7961490,2046,8c0a588e,2.0
7965249,2047,a58914db,1.0
7969008,2048,8ea44718,2.0
7972768,2050,1a557e4e,1.0
7976527,2051,ffe4786f,4.0
7980286,2052,4d4cb71c,2.0
7984045,2053,eaaceed9,2.0
7987805,2055,6d9116ad,13.0
7991566,2058,64275a86,2.0
7995327,2061,2d21c3a0,1.0
7999085,2061,8c612da9,5.0
8002843,2061,4dc07a16,2.0
8006603,2063,1ab01668,24.0
8010362,2064,86f8591b,1.0
8010364,2066,86f8591b,1.0
8010367,2069,86f8591b,2.0
8010376,2078,86f8591b,1.0
8010386,2088,86f8591b,1.0
8010583,2285,86f8591b,7.0
8010652,2354,86f8591b,2.0
8014120,2064,8b4416a,7.0
8014122,2066,8b4416a,36.0
8014125,2069,8b4416a,1.0
8014133,2077,8b4416a,1.0
8017878,2064,5255e0d4,7.0
8017923,2109,5255e0d4,1.0
8017992,2178,5255e0d4,7.0
8017998,2184,5255e0d4,7.0
8018018,2204,5255e0d4,8.0
8018019,2205,5255e0d4,7.0
8021637,2065,3e0f5f5a,2.0
8021664,2092,3e0f5f5a,1.0
8021668,2096,3e0f5f5a,9.0
8025395,2065,b4628ed6,2.0
8025410,2080,b4628ed6,4.0
8029154,2066,2d1cf646,36.0
8029155,2067,2d1cf646,11.0
8029156,2068,2d1cf646,2.0
8032912,2066,9a0fbe34,7.0
8036671,2067,c76247ee,1.0
8036684,2080,c76247ee,1.0
8040429,2067,ad4cf60,2.0
8040435,2073,ad4cf60,18.0
8044188,2068,9af43652,1.0
8044195,2075,9af43652,6.0
8044196,2076,9af43652,2.0
8044209,2089,9af43652,2.0
8047947,2069,56bcf0a3,2.0
8047948,2070,56bcf0a3,1.0
8047949,2071,56bcf0a3,2.0
8047972,2094,56bcf0a3,1.0
8051706,2070,1f74f819,2.0
8055464,2070,2df21f9f,25.0
8059222,2070,970e8eb5,25.0
8059231,2079,970e8eb5,54.0
8059241,2089,970e8eb5,2.0
8059243,2091,970e8eb5,1.0
8059244,2092,970e8eb5,1.0
8062981,2071,2d429a9b,8.0
8062993,2083,2d429a9b,6.0
8063112,2202,2d429a9b,1.0
8066739,2071,4e65abd5,8.0
8070498,2072,b0657778,1.0
8070688,2262,b0657778,2.0
8070691,2265,b0657778,2.0
8070694,2268,b0657778,2.0
8070722,2296,b0657778,1.0
8070725,2299,b0657778,1.0
8070775,2349,b0657778,1.0
8074257,2073,88a62191,18.0
8074267,2083,88a62191,6.0
8078015,2073,9da3f253,1.0
8081774,2074,cfb5a119,1.0
8081797,2097,cfb5a119,2.0
8085532,2074,e1d7e45f,2.0
8089291,2075,b3968a3c,6.0
8093050,2076,6cd8846e,2.0
8096808,2076,f44482ca,1.0
8096831,2099,f44482ca,1.0
8100568,2078,ed6ce267,7.0
8100580,2090,ed6ce267,4.0
8104326,2078,5d98eb10,7.0
8104333,2085,5d98eb10,1.0
8104334,2086,5d98eb10,1.0
8108085,2079,3d01626e,2.0
8111843,2079,ba8c7358,54.0
8111851,2087,ba8c7358,2.0
8115602,2080,f63e18db,4.0
8115672,2150,f63e18db,24.0
8115717,2195,f63e18db,2.0
8115772,2250,f63e18db,1.0
8119361,2081,cd8b43ce,2.0
8119362,2082,cd8b43ce,1.0
8119382,2102,cd8b43ce,2.0
8119428,2148,cd8b43ce,2.0
8119473,2193,cd8b43ce,1.0
8123119,2081,85bb215b,2.0
8126877,2081,5a941a0,1.0
8130636,2082,7ac66761,7.0
8134394,2082,9f40a8b1,7.0
8138153,2083,43ee1e48,6.0
8138165,2095,43ee1e48,53.0
8141912,2084,3459abda,2.0
8145671,2085,c0ee1f8a,1.0
8145679,2093,c0ee1f8a,1.0
8149430,2086,3154e1c9,2.0
8149443,2099,3154e1c9,2.0
8153188,2086,8d0e8f39,2.0
8156947,2087,e71c26b4,2.0
8160706,2088,d770ca24,1.0
8160716,2098,d770ca24,2.0
8164466,2090,3fd67e8,4.0
8168224,2090,bb341ec,1.0
8171983,2091,d991420e,1.0
8175743,2093,6d3cde0a,2.0
8179502,2094,ca9edb59,2.0
8183260,2094,e8479827,2.0
8187019,2095,49086fcc,53.0
8190777,2095,d1c35441,2.0
8194536,2096,fc30a4d6,1.0
8198295,2097,422c747f,2.0
8202053,2097,e6de4c83,1.0
8205812,2098,662b9455,2.0
8209570,2098,fdf2cee1,1.0
8213329,2099,5d0e5e47,2.0
8217088,2100,a7060ee0,19.0
8217091,2103,a7060ee0,2.0
8220846,2100,26d6042c,1.0
8220849,2103,26d6042c,1.0
8224605,2101,abd9641d,2.0
8228363,2101,104b2a4f,2.0
8232122,2102,730877c4,2.0
8235882,2104,9d0c88c5,2.0
8235943,2165,9d0c88c5,1.0
8235956,2178,9d0c88c5,7.0
8236007,2229,9d0c88c5,23.0
8236086,2308,9d0c88c5,1.0
8236098,2320,9d0c88c5,1.0
8236100,2322,9d0c88c5,4.0
8239640,2104,803f218d,2.0
8239813,2277,803f218d,7.0
8239878,2342,803f218d,2.0
8243398,2104,e15b2955,1.0
8243504,2210,e15b2955,1.0
8243639,2345,e15b2955,7.0
8247157,2105,2f6ad62a,2.0
8247177,2125,2f6ad62a,64.0
8247206,2154,2f6ad62a,1.0
8247286,2234,2f6ad62a,6.0
8247393,2341,2f6ad62a,2.0
8250915,2105,6cf42a10,1.0
8250989,2179,6cf42a10,1.0
8251006,2196,6cf42a10,2.0
8251039,2229,6cf42a10,1.0
8251085,2275,6cf42a10,2.0
8254673,2105,433069a4,133.0
8254695,2127,433069a4,2.0
8254707,2139,433069a4,1.0
8254733,2165,433069a4,24.0
8254787,2219,433069a4,47.0
8254834,2266,433069a4,1.0
8258431,2105,150ea2e7,40.0
8258455,2129,150ea2e7,40.0
8258489,2163,150ea2e7,40.0
8258564,2238,150ea2e7,9.0
8262190,2106,c5a74119,7.0
8262364,2280,c5a74119,23.0
8262378,2294,c5a74119,1.0
8262394,2310,c5a74119,2.0
8265948,2106,20fc36fc,7.0
8266031,2189,20fc36fc,1.0
8266157,2315,20fc36fc,1.0
8269707,2107,388c5f0a,2.0
8273466,2108,be98a35f,12.0
8273691,2333,be98a35f,25.0
8273698,2340,be98a35f,1.0
8273704,2346,be98a35f,2.0
8273708,2350,be98a35f,2.0
8277224,2108,a72aa09e,1.0
8277261,2145,a72aa09e,48.0
8277278,2162,a72aa09e,6.0
8280982,2108,cc79b7cc,12.0
8281039,2165,cc79b7cc,24.0
8281191,2317,cc79b7cc,2.0
8284741,2109,dbfb5229,4.0
8284808,2176,dbfb5229,2.0
8284916,2284,dbfb5229,20.0
8288499,2109,7cbeef57,2.0
8288575,2185,7cbeef57,6.0
8288701,2311,7cbeef57,1.0
8292257,2109,9c8cbe64,4.0
8292259,2111,9c8cbe64,2.0
8292268,2120,9c8cbe64,2.0
8292273,2125,9c8cbe64,9.0
8292478,2330,9c8cbe64,37.0
8292499,2351,9c8cbe64,7.0
8296016,2110,2c4e6130,1.0
8296184,2278,2c4e6130,1.0
8296207,2301,2c4e6130,20.0
8296212,2306,2c4e6130,1.0
8296226,2320,2c4e6130,7.0
8296227,2321,2c4e6130,1.0
8296228,2322,2c4e6130,4.0
8296233,2327,2c4e6130,7.0
8296246,2340,2c4e6130,4.0
8299774,2110,3e6b339f,1.0
8299804,2140,3e6b339f,1.0
8299805,2141,3e6b339f,11.0
8299950,2286,3e6b339f,1.0
8303533,2111,f759fa11,2.0
8303567,2145,f759fa11,4.0
8303568,2146,f759fa11,30.0
8307291,2111,ad3e0888,1.0
8307292,2112,ad3e0888,7.0
8307344,2164,ad3e0888,2.0
8307438,2258,ad3e0888,17.0
8307463,2283,ad3e0888,2.0
8307474,2294,ad3e0888,24.0
8307475,2295,ad3e0888,198.0
8307482,2302,ad3e0888,6.0
8311050,2112,d562868d,1.0
8311051,2113,d562868d,10.0
8311064,2126,d562868d,1.0
8311120,2182,d562868d,1.0
8311125,2187,d562868d,2.0
8311158,2220,d562868d,1.0
8314809,2113,d87f8647,10.0
8314818,2122,d87f8647,2.0
8314851,2155,d87f8647,11.0
8314856,2160,d87f8647,18.0
8314858,2162,d87f8647,1.0
8315041,2345,d87f8647,7.0
8318567,2113,cf990f67,1.0
8318591,2137,cf990f67,2.0
8322325,2113,ebc9d264,4.0
8322335,2123,ebc9d264,2.0
8322349,2137,ebc9d264,202.0
8322383,2171,ebc9d264,10.0
8322454,2242,ebc9d264,4.0
8322483,2271,ebc9d264,28.0
8326084,2114,20f93ea,2.0
8326127,2157,20f93ea,7.0
8326138,2168,20f93ea,6.0
8326164,2194,20f93ea,6.0
8326188,2218,20f93ea,7.0
8326237,2267,20f93ea,1.0
8326293,2323,20f93ea,1.0
8326302,2332,20f93ea,1.0
8329842,2114,bd834cb,1.0
8329847,2119,bd834cb,2.0
8329911,2183,bd834cb,2.0
8329964,2236,bd834cb,1.0
8330002,2274,bd834cb,2.0
8333600,2114,87b55db9,2.0
8333721,2235,87b55db9,2.0
8333747,2261,87b55db9,53.0
8333777,2291,87b55db9,1.0
8337359,2115,742d7166,2.0
8337380,2136,742d7166,1.0
8337387,2143,742d7166,22.0
8337392,2148,742d7166,2.0
8337408,2164,742d7166,2.0
8337466,2222,742d7166,2.0
8337479,2235,742d7166,2.0
8337505,2261,742d7166,2.0
8337552,2308,742d7166,6.0
8337560,2316,742d7166,2.0
8341117,2115,68fa824a,2.0
8341132,2130,68fa824a,2.0
8341137,2135,68fa824a,1.0
8341153,2151,68fa824a,9.0
8341176,2174,68fa824a,2.0
8341219,2217,68fa824a,2.0
8341220,2218,68fa824a,7.0
8341252,2250,68fa824a,24.0
8341324,2322,68fa824a,4.0
8341325,2323,68fa824a,20.0
8344876,2116,ac386d0e,210.0
