,id,order,value
1747842,372,241c5c05,1.0
1747848,378,241c5c05,2.0
1747857,387,241c5c05,4.0
1747869,399,241c5c05,1.0
1751601,373,7715dd4d,1.0
1755364,378,22671596,1.0
1759122,378,bbf8ff07,2.0
1762881,379,129d422d,24.0
1762890,388,129d422d,31.0
1766639,379,eef55ba,24.0
1770401,383,49765e52,6.0
1774160,384,41aec37d,10.0
1774163,387,41aec37d,2.0
1774174,398,41aec37d,2.0
1777918,384,45058f9c,10.0
1781679,387,1909dc9a,4.0
1785443,393,c80aefad,1.0
1789204,396,74d355b5,2.0
1792964,398,9b5d0c44,2.0
1796725,401,8569abf6,25.0
1800484,402,fae8a8e,42.0
1804242,402,101a15e1,42.0
1804258,418,101a15e1,2.0
1804270,430,101a15e1,1.0
1804278,438,101a15e1,1.0
1808000,402,61b28b59,190.0
1811758,402,4c5d4b85,42.0
1811811,455,4c5d4b85,2.0
1815517,403,d3968920,33.0
1819275,403,f979b0d4,33.0
1819295,423,f979b0d4,1.0
1819300,428,f979b0d4,105.0
1819308,436,f979b0d4,1.0
1823033,403,739191e0,33.0
1823049,419,739191e0,2.0
1823067,437,739191e0,2.0
1826791,403,41c246a,33.0
1826796,408,41c246a,7.0
1826820,432,41c246a,15.0
1830550,404,34821168,1.0
1830553,407,34821168,7.0
1830592,446,34821168,1.0
1834308,404,a8a96b66,1.0
1838067,405,96a7db34,1.0
1838106,444,96a7db34,2.0
1838107,445,96a7db34,15.0
1841825,405,1de9fcf2,1.0
1841842,422,1de9fcf2,18.0
1841858,438,1de9fcf2,2.0
1841859,439,1de9fcf2,4.0
1841871,451,1de9fcf2,1.0
1841872,452,1de9fcf2,4.0
1841877,457,1de9fcf2,21.0
1845584,406,31a03adc,2.0
1849342,406,9c5d9afb,1.0
1849360,424,9c5d9afb,2.0
1853101,407,548410f3,7.0
1853108,414,548410f3,52.0
1856860,408,d53076fa,7.0
1860619,409,f4ee3502,7.0
1860666,456,f4ee3502,2.0
1864377,409,23832065,7.0
1864390,422,23832065,18.0
1868135,409,c71a3db7,2.0
1871894,410,32810a09,50.0
1871917,433,32810a09,28.0
1875652,410,e70d0f2,50.0
1875797,555,e70d0f2,1.0
1875800,558,e70d0f2,1.0
1879410,410,a237466c,2.0
1879429,429,a237466c,2.0
1879445,445,a237466c,7.0
1879453,453,a237466c,1.0
1883169,411,cd0e95a1,8.0
1883180,422,cd0e95a1,7.0
1886927,411,a9063c60,8.0
1886939,423,a9063c60,2.0
1890686,412,5d4351a2,2.0
1890694,420,5d4351a2,24.0
1894444,412,244b00c7,1.0
1894452,420,244b00c7,24.0
1894459,427,244b00c7,1.0
1898202,412,7dc09cce,2.0
1898216,426,7dc09cce,2.0
1898239,449,7dc09cce,13.0
1901961,413,b7688b,1.0
1901962,414,b7688b,1.0
1905720,414,671d2577,52.0
1905721,415,671d2577,43.0
1909479,415,57e77cb0,2.0
1913237,415,8a215d27,1.0
1913241,419,8a215d27,1.0
1916996,416,fe1474cd,1.0
1917025,445,fe1474cd,2.0
1920754,416,f855333a,7.0
1920759,421,f855333a,2.0
1920762,424,f855333a,1.0
1924512,416,24eee47c,7.0
1928270,416,1fcb2e6e,7.0
1932029,417,74fc55f9,1.0
1932052,440,74fc55f9,7.0
1932060,448,74fc55f9,2.0
1932144,532,74fc55f9,1.0
1932158,546,74fc55f9,7.0
1932159,547,74fc55f9,4.0
1932173,561,74fc55f9,1.0
1932207,595,74fc55f9,2.0
1932240,628,74fc55f9,7.0
1932316,704,74fc55f9,2.0
1932321,709,74fc55f9,6.0
1932332,720,74fc55f9,1.0
1932365,753,74fc55f9,15.0
1932382,770,74fc55f9,1.0
1932388,776,74fc55f9,1.0
1932461,849,74fc55f9,6.0
1935787,417,fd266db1,1.0
1935795,425,fd266db1,1.0
1935809,439,fd266db1,1.0
1935810,440,fd266db1,2.0
1939546,418,36cdfec5,2.0
1943304,418,d637767c,2.0
1947063,419,6d83087d,2.0
1950823,421,a3f52c5b,2.0
1954583,423,51697d7,2.0
1958341,423,18a6ea77,2.0
1962100,424,25af5aa3,2.0
1962101,425,25af5aa3,10.0
1962118,442,25af5aa3,1.0
1962132,456,25af5aa3,12.0
1962133,457,25af5aa3,21.0
1965859,425,56edcf0d,5.0
1969618,426,ea43933,2.0
1973378,428,afc4af7f,7.0
1973383,433,afc4af7f,2.0
1977136,428,bdaaf0b2,7.0
1980895,429,aee17d65,2.0
1984653,429,57c14ce3,1.0
1984675,451,57c14ce3,6.0
1984676,452,57c14ce3,4.0
1988412,430,cba13b8f,7.0
1992170,430,b25be2a,7.0
1995929,431,276529f0,7.0
1995933,435,276529f0,1.0
1999687,431,fdf28470,7.0
1999691,435,fdf28470,1.0
1999703,447,fdf28470,1.0
2003446,432,3913dca8,15.0
2007204,432,ea323d03,2.0
2007214,442,ea323d03,193.0
2010963,433,f765f88e,28.0
2014722,434,1ba8bb05,19.0
2014760,472,1ba8bb05,1.0
2014783,495,1ba8bb05,2.0
2014786,498,1ba8bb05,1.0
2014799,511,1ba8bb05,7.0
2014840,552,1ba8bb05,79.0
2014852,564,1ba8bb05,4.0
2018480,434,20c67c75,2.0
2022238,434,633cec8a,19.0
2022247,443,633cec8a,2.0
2025998,436,4001f590,1.0
2026012,450,4001f590,1.0
2029757,437,c0dd04f7,2.0
2029764,444,c0dd04f7,1.0
2029767,447,c0dd04f7,7.0
2033516,438,a3fc7daf,2.0
2033517,439,a3fc7daf,9.0
2033585,507,a3fc7daf,1.0
2033606,528,a3fc7daf,6.0
2033614,536,a3fc7daf,2.0
2033639,561,a3fc7daf,1.0
2037276,440,49792827,7.0
2041035,441,936248ad,1.0
2044793,441,4bb35b74,1.0
2048552,442,41cace53,39.0
2052310,442,285cb3b0,193.0
2052317,449,285cb3b0,13.0
2056068,442,5d97b863,2.0
2056073,447,5d97b863,7.0
2056081,455,5d97b863,2.0
2056106,480,5d97b863,2.0
2056193,567,5d97b863,1.0
2056208,582,5d97b863,4.0
2059827,443,c01ac49f,2.0
2063588,446,4eda7da2,40.0
2063596,454,4eda7da2,2.0
2067346,446,21eaff9b,40.0
2071106,448,7ec1d45e,1.0
2074866,450,6e8b1119,2.0
2078625,451,701a5c6c,6.0
2082385,453,412d767e,1.0
2086144,454,e4e9b531,2.0
2089903,455,299ed987,2.0
2093662,456,28bb0b9d,12.0
2097421,457,9d350d95,1.0
2101179,457,b7fa4c24,21.0
2104938,458,47d197,12.0
2104950,470,47d197,6.0
2104973,493,47d197,6.0
2104998,518,47d197,1.0
2105009,529,47d197,7.0
2105039,559,47d197,2.0
2105068,588,47d197,22.0
2105069,589,47d197,1.0
2105081,601,47d197,2.0
2105120,640,47d197,7.0
2108696,458,265030b,12.0
2108714,476,265030b,1.0
2108725,487,265030b,11.0
2108735,497,265030b,9.0
2108845,607,265030b,2.0
2108855,617,265030b,1.0
2108886,648,265030b,14.0
2112455,459,e8e61e95,6.0
2112482,486,e8e61e95,11.0
2112490,494,e8e61e95,1.0
2112497,501,e8e61e95,2.0
2112500,504,e8e61e95,14.0
2112532,536,e8e61e95,2.0
2112535,539,e8e61e95,1.0
2112599,603,e8e61e95,1.0
2112638,642,e8e61e95,23.0
2112644,648,e8e61e95,123.0
2116213,459,dbd6970,6.0
2116277,523,dbd6970,21.0
2116298,544,dbd6970,1.0
2116310,556,dbd6970,86.0
2116334,580,dbd6970,32.0
2116527,773,dbd6970,1.0
2116605,851,dbd6970,24.0
2116762,1008,dbd6970,6.0
2116764,1010,dbd6970,2.0
2119971,459,9076cb6,6.0
2120039,527,9076cb6,1.0
2120062,550,9076cb6,1.0
2120117,605,9076cb6,10.0
2120281,769,9076cb6,9.0
2123729,459,dd905b5,6.0
2123732,462,dd905b5,12.0
2123846,576,dd905b5,2.0
2127488,460,f4d65594,1.0
2127489,461,f4d65594,9.0
2127554,526,f4d65594,8.0
2127682,654,f4d65594,1.0
2131246,460,32f267fd,1.0
2131248,462,32f267fd,12.0
2131249,463,32f267fd,35.0
2131398,612,32f267fd,7.0
2131413,627,32f267fd,7.0
2135005,461,b58dc31f,2.0
2135165,621,b58dc31f,4.0
2138764,462,796d9839,7.0
2138847,545,796d9839,2.0
2138882,580,796d9839,32.0
2138930,628,796d9839,7.0
2139107,805,796d9839,4.0
2139183,881,796d9839,9.0
2139203,901,796d9839,19.0
2139211,909,796d9839,2.0
2139238,936,796d9839,2.0
2139294,992,796d9839,197.0
2142522,462,96a8c2d6,12.0
2142637,577,96a8c2d6,2.0
2142707,647,96a8c2d6,16.0
2146281,463,2bde2fc8,7.0
2146282,464,2bde2fc8,6.0
2146294,476,2bde2fc8,6.0
2146303,485,2bde2fc8,1.0
2146320,502,2bde2fc8,4.0
2146327,509,2bde2fc8,2.0
2146356,538,2bde2fc8,59.0
2146389,571,2bde2fc8,5.0
2150039,463,91fb2e4f,35.0
2150082,506,91fb2e4f,2.0
2150100,524,91fb2e4f,2.0
2153798,464,30b4d9a4,1.0
2153982,648,30b4d9a4,123.0
2157557,465,ac96f25e,1.0
2157721,629,ac96f25e,146.0
2161315,465,1dd19c64,8.0
2161334,484,1dd19c64,2.0
2161362,512,1dd19c64,6.0
2161396,546,1dd19c64,2.0
2161414,564,1dd19c64,4.0
2161439,589,1dd19c64,2.0
2161444,594,1dd19c64,2.0
2161476,626,1dd19c64,2.0
2161500,650,1dd19c64,1.0
2165073,465,72e84fa9,8.0
2165074,466,72e84fa9,2.0
2165098,490,72e84fa9,2.0
2165209,601,72e84fa9,29.0
2165229,621,72e84fa9,4.0
2165234,626,72e84fa9,4.0
2168832,466,3aa071b2,2.0
2168892,526,3aa071b2,8.0
2168952,586,3aa071b2,4.0
2168959,593,3aa071b2,17.0
2172591,467,3c29efcf,2.0
2172776,652,3c29efcf,4.0
2176349,467,63c50462,2.0
2176350,468,63c50462,14.0
2176509,627,63c50462,7.0
2180107,467,6813c643,1.0
2180145,505,6813c643,13.0
2180237,597,6813c643,2.0
2180244,604,6813c643,1.0
2180246,606,6813c643,6.0
2180308,668,6813c643,2.0
2180338,698,6813c643,2.0
2180340,700,6813c643,34.0
2180464,824,6813c643,5.0
2183866,468,1a3f8c95,2.0
2183871,473,1a3f8c95,1.0
2183886,488,1a3f8c95,1.0
2183904,506,1a3f8c95,1.0
2183914,516,1a3f8c95,2.0
2183935,537,1a3f8c95,1.0
2187625,469,d265d275,1.0
2187639,483,d265d275,1.0
2187675,519,d265d275,2.0
2187712,556,d265d275,86.0
2187715,559,d265d275,9.0
2191383,469,dcfc06d1,1.0
2191527,613,dcfc06d1,1.0
2191559,645,dcfc06d1,7.0
2195142,470,5be7cef6,1.0
2198900,470,8f27ff5,68.0
2198914,484,8f27ff5,17.0
2198925,495,8f27ff5,1.0
2198938,508,8f27ff5,7.0
2198971,541,8f27ff5,7.0
2202658,470,5235ee18,68.0
2202819,631,5235ee18,2.0
2202823,635,5235ee18,2.0
2202829,641,5235ee18,2.0
2202841,653,5235ee18,1.0
2206417,471,dbf5ae0d,1.0
2206439,493,dbf5ae0d,6.0
2206478,532,dbf5ae0d,4.0
2206483,537,dbf5ae0d,1.0
2206500,554,dbf5ae0d,1.0
2206537,591,dbf5ae0d,178.0
2206551,605,dbf5ae0d,10.0
2210176,472,7cdada3,1.0
2210188,484,7cdada3,7.0
2210200,496,7cdada3,17.0
2210205,501,7cdada3,2.0
2210207,503,7cdada3,1.0
2213935,473,14a65831,2.0
2213943,481,14a65831,2.0
2213974,512,14a65831,6.0
2213992,530,14a65831,7.0
2214004,542,14a65831,91.0
2214040,578,14a65831,17.0
2214093,631,14a65831,269.0
2214098,636,14a65831,8.0
2214124,662,14a65831,2.0
2214180,718,14a65831,1.0
2214261,799,14a65831,9.0
2214284,822,14a65831,202.0
2214360,898,14a65831,264.0
2214458,996,14a65831,66.0
2214461,999,14a65831,2.0
2214476,1014,14a65831,5.0
2214482,1020,14a65831,62.0
2217694,474,3ae22d24,1.0
2217742,522,3ae22d24,1.0
2217755,535,3ae22d24,73.0
2217775,555,3ae22d24,5.0
2217778,558,3ae22d24,2.0
2217787,567,3ae22d24,1.0
2221452,474,49686100,1.0
2221487,509,49686100,1.0
2221594,616,49686100,7.0
2221618,640,49686100,7.0
2221633,655,49686100,12.0
2225211,475,80b20941,1.0
2225217,481,80b20941,2.0
2225290,554,80b20941,1.0
2225296,560,80b20941,1.0
2225332,596,80b20941,2.0
2225347,611,80b20941,2.0
2225350,614,80b20941,2.0
2225392,656,80b20941,1.0
2228970,476,7e372554,2.0
2228976,482,7e372554,2.0
2228991,497,7e372554,1.0
2229007,513,7e372554,29.0
2232729,477,f89ba2a6,12.0
2232792,540,f89ba2a6,155.0
2232860,608,f89ba2a6,17.0
2236487,477,9c36efdc,12.0
2236529,519,9c36efdc,2.0
2236544,534,9c36efdc,2.0
2236624,614,9c36efdc,208.0
2236627,617,9c36efdc,2.0
2240246,478,2be956bc,1.0
2240345,577,2be956bc,1.0
2240399,631,2be956bc,1.0
2240463,695,2be956bc,4.0
2240472,704,2be956bc,10.0
2244004,478,7562339d,1.0
2244024,498,7562339d,1.0
2244214,688,7562339d,1.0
2244227,701,7562339d,2.0
2247763,479,900e3d0c,1.0
2247918,634,900e3d0c,2.0
2248133,849,900e3d0c,6.0
2251521,479,8055b16c,2.0
2251543,501,8055b16c,1.0
2251567,525,8055b16c,8.0
2251612,570,8055b16c,200.0
2255279,479,3fef6737,2.0
2259038,480,d68cc202,1.0
2259051,493,d68cc202,6.0
2259169,611,d68cc202,1.0
2259181,623,d68cc202,7.0
2259197,639,d68cc202,1.0
2259215,657,d68cc202,2.0
2259217,659,d68cc202,2.0
2262796,480,f11a97f9,2.0
2262797,481,f11a97f9,1.0
2262812,496,f11a97f9,17.0
2262815,499,f11a97f9,1.0
2262835,519,f11a97f9,1.0
2262850,534,f11a97f9,2.0
2262869,553,f11a97f9,1.0
2262881,565,f11a97f9,2.0
2266556,482,c10e27e7,2.0
2266565,491,c10e27e7,44.0
2266573,499,c10e27e7,6.0
2266589,515,c10e27e7,6.0
2266591,517,c10e27e7,2.0
2266626,552,c10e27e7,79.0
2270314,482,a6e6368d,1.0
2270324,492,a6e6368d,2.0
2274073,483,75a3bbe3,1.0
2274074,484,75a3bbe3,7.0
2274082,492,75a3bbe3,2.0
2274113,523,75a3bbe3,21.0
2277833,485,e7090d9a,8.0
2277850,502,e7090d9a,4.0
2277881,533,e7090d9a,2.0
2277923,575,e7090d9a,2.0
2277940,592,e7090d9a,2.0
2277998,650,e7090d9a,2.0
2278084,736,e7090d9a,2.0
2278155,807,e7090d9a,2.0
2278236,888,e7090d9a,1.0
2278248,900,e7090d9a,15.0
2281591,485,1fa05b49,8.0
2281656,550,1fa05b49,1.0
2281662,556,1fa05b49,2.0
2281691,585,1fa05b49,1.0
2281725,619,1fa05b49,1.0
2281726,620,1fa05b49,4.0
2281729,623,1fa05b49,1.0
2285350,486,e8d167e1,1.0
2285364,500,e8d167e1,7.0
2285370,506,e8d167e1,2.0
2285375,511,e8d167e1,2.0
2285381,517,e8d167e1,7.0
2285386,522,e8d167e1,2.0
2285393,529,e8d167e1,7.0
2285394,530,e8d167e1,1.0
2285423,559,e8d167e1,9.0
2289108,486,7110efd1,11.0
2289158,536,7110efd1,1.0
2289167,545,7110efd1,1.0
2289191,569,7110efd1,1.0
2292867,487,221d4601,1.0
2292890,510,221d4601,26.0
2292904,524,221d4601,1.0
2292954,574,221d4601,1.0
2292962,582,221d4601,4.0
2293064,684,221d4601,1.0
2296625,487,ebe11e13,11.0
2296753,615,ebe11e13,8.0
2300384,488,71d8365b,1.0
2300439,543,71d8365b,1.0
2304143,489,ec6b6227,2.0
2307902,490,63a168a7,2.0
2307953,541,63a168a7,7.0
2307985,573,63a168a7,1.0
2308009,597,63a168a7,23.0
2308041,629,63a168a7,146.0
2308065,653,63a168a7,1.0
2308102,690,63a168a7,7.0
2308117,705,63a168a7,2.0
2308247,835,63a168a7,7.0
2308264,852,63a168a7,2.0
2308290,878,63a168a7,15.0
2308301,889,63a168a7,2.0
2308302,890,63a168a7,7.0
2311661,491,569ea2f9,44.0
2315419,491,f21d977f,4.0
2315427,499,f21d977f,6.0
2315526,598,f21d977f,2.0
2315530,602,f21d977f,13.0
2315536,608,f21d977f,2.0
2319180,494,9b4e4a7a,2.0
2319204,518,9b4e4a7a,2.0
2319227,541,9b4e4a7a,7.0
2319254,568,9b4e4a7a,6.0
2322939,495,68f47e6e,2.0
2326698,496,5738a40b,8.0
2326702,500,5738a40b,1.0
2326707,505,5738a40b,13.0
2326712,510,5738a40b,26.0
2326716,514,5738a40b,1.0
2326839,637,5738a40b,52.0
2330457,497,11e94eb4,9.0
2330483,523,11e94eb4,7.0
2334218,500,4b6c83cf,7.0
2334258,540,4b6c83cf,155.0
2337978,502,47b3e932,1.0
2338118,642,47b3e932,2.0
2338123,647,47b3e932,2.0
2341737,503,da64d18b,1.0
2341738,504,da64d18b,7.0
2341780,546,da64d18b,7.0
2341781,547,da64d18b,1.0
2341802,568,da64d18b,6.0
2341820,586,da64d18b,1.0
2341843,609,da64d18b,1.0
2342008,774,da64d18b,7.0
2342096,862,da64d18b,7.0
2342105,871,da64d18b,6.0
2342135,901,da64d18b,19.0
2345497,505,ee49b0bb,13.0
2345500,508,ee49b0bb,7.0
2345506,514,ee49b0bb,95.0
2345616,624,ee49b0bb,1.0
2345636,644,ee49b0bb,2.0
2345637,645,ee49b0bb,29.0
2349255,505,96a19322,1.0
2349272,522,96a19322,4.0
2349281,531,96a19322,2.0
2349305,555,96a19322,5.0
2349331,581,96a19322,1.0
2349385,635,96a19322,7.0
2349399,649,96a19322,2.0
2349436,686,96a19322,1.0
2349477,727,96a19322,2.0
2349541,791,96a19322,2.0
2349584,834,96a19322,2.0
2349595,845,96a19322,1.0
2353014,506,995698fe,2.0
2353015,507,995698fe,2.0
2353133,625,995698fe,2.0
2353150,642,995698fe,23.0
2356773,507,1389c0be,2.0
2356777,511,1389c0be,1.0
2356787,521,1389c0be,27.0
2356805,539,1389c0be,4.0
2356918,652,1389c0be,1.0
2360532,508,61d0af8a,7.0
2360559,535,61d0af8a,73.0
2360594,570,61d0af8a,200.0
2364292,510,8fdecea6,2.0
2364344,562,8fdecea6,1.0
2364348,566,8fdecea6,1.0
2368051,511,df5c8262,7.0
2368093,553,df5c8262,1.0
2368131,591,df5c8262,9.0
2368157,617,df5c8262,2.0
2368173,633,df5c8262,2.0
2368234,694,df5c8262,2.0
2371811,513,7ff54f63,29.0
2371818,520,7ff54f63,1.0
2375569,513,df78d2bf,29.0
2375570,514,df78d2bf,95.0
2375625,569,df78d2bf,2.0
2375659,603,df78d2bf,6.0
2375668,612,df78d2bf,7.0
2375723,667,df78d2bf,1.0
2379329,515,af122630,6.0
2383088,516,b66d7bb4,2.0
2383101,529,b66d7bb4,1.0
2383132,560,b66d7bb4,2.0
2383182,610,b66d7bb4,2.0
2383192,620,b66d7bb4,4.0
2383227,655,b66d7bb4,1.0
2383254,682,b66d7bb4,2.0
2383259,687,b66d7bb4,1.0
2383260,688,b66d7bb4,15.0
2383271,699,b66d7bb4,2.0
2383273,701,b66d7bb4,2.0
2386846,516,9dc3fc9f,1.0
2386858,528,9dc3fc9f,6.0
2386868,538,9dc3fc9f,24.0
2386878,548,9dc3fc9f,45.0
2390605,517,b2d77e72,1.0
2394363,517,207dc80b,7.0
2398123,519,8538bf22,2.0
2398166,562,8538bf22,2.0
2401882,520,a3a92008,66.0
2401896,534,a3a92008,2.0
2401925,563,a3a92008,2.0
2405640,520,f29e4397,66.0
2405647,527,f29e4397,2.0
2405651,531,f29e4397,1.0
2409399,521,f3384565,27.0
2409410,532,f3384565,4.0
2413158,522,5cd91f5e,4.0
2413171,535,5cd91f5e,5.0
2413193,557,5cd91f5e,4.0
2413266,630,5cd91f5e,2.0
2413286,650,5cd91f5e,2.0
2413294,658,5cd91f5e,2.0
2416918,524,9a9941f2,2.0
2420677,525,5e8ee820,8.0
2424435,525,1ece8431,2.0
2424440,530,1ece8431,7.0
2424475,565,1ece8431,2.0
2428196,528,a562e2e3,1.0
2428206,538,a562e2e3,59.0
2431956,530,c16a4b22,2.0
2432018,592,c16a4b22,2.0
2432063,637,c16a4b22,1.0
2432064,638,c16a4b22,1.0
2432100,674,c16a4b22,2.0
2432116,690,c16a4b22,2.0
2435723,539,494e5153,4.0
2435724,540,494e5153,2.0
2435735,551,494e5153,1.0
2439483,541,8d44fa6,1.0
2439512,570,8d44fa6,15.0
2439544,602,8d44fa6,56.0
2443242,542,6d38bc03,91.0
2443243,543,6d38bc03,2.0
2447000,542,9795081f,91.0
2450762,546,69d1ac74,1.0
2450765,549,69d1ac74,2.0
2454522,548,8197db5b,45.0
2458281,549,8a0345ec,1.0
2462039,549,6041d00c,2.0
2462050,560,6041d00c,2.0
2465805,557,4c277785,2.0
2465810,562,4c277785,2.0
2469563,557,7461d1d4,4.0
2473330,566,7108f702,1.0
2477090,568,577af89d,1.0
2480848,568,44535199,6.0
2480867,587,44535199,18.0
2480923,643,44535199,7.0
2484607,569,c5d04ee4,2.0
2484728,690,c5d04ee4,28.0
2484739,701,c5d04ee4,2.0
2488367,571,f1fd2fd4,5.0
2492126,572,43b4109c,173.0
2492145,591,43b4109c,178.0
2495884,572,aa395c70,24.0
2495885,573,aa395c70,2.0
2499643,573,94d905fb,2.0
2503402,574,13a6a119,1.0
2507161,575,8d258c97,1.0
2507176,590,8d258c97,1.0
2507334,748,8d258c97,1.0
2507384,798,8d258c97,1.0
2507417,831,8d258c97,1.0
2507437,851,8d258c97,24.0
2510920,576,3ec3e4d9,1.0
2514679,577,40729864,75.0
2514948,846,40729864,1.0
2518437,577,16283fe2,75.0
2522196,578,db91c2c8,1.0
2522213,595,db91c2c8,1.0
2525954,578,cf791a9a,17.0
2525983,607,cf791a9a,2.0
2529713,579,4806be78,2.0
2529736,602,4806be78,13.0
2533472,580,575cc8ce,1.0
2533492,600,575cc8ce,1.0
2533537,645,575cc8ce,1.0
2533594,702,575cc8ce,6.0
2537231,581,3775a8f2,1.0
2537234,584,3775a8f2,2.0
2537320,670,3775a8f2,1.0
2537333,683,3775a8f2,19.0
2537361,711,3775a8f2,7.0
2537362,712,3775a8f2,27.0
2537366,716,3775a8f2,1.0
2537390,740,3775a8f2,1.0
2537428,778,3775a8f2,1.0
2537440,790,3775a8f2,1.0
2540990,582,481a047,2.0
2544749,583,8319bc88,1.0
2548507,583,f19012e5,2.0
2552266,584,409c71bd,2.0
2552267,585,409c71bd,31.0
2552270,588,409c71bd,1.0
2552275,593,409c71bd,17.0
2552308,626,409c71bd,4.0
2552367,685,409c71bd,2.0
2552421,739,409c71bd,2.0
2552461,779,409c71bd,43.0
2552478,796,409c71bd,1.0
2552493,811,409c71bd,2.0
2552526,844,409c71bd,2.0
2552554,872,409c71bd,37.0
2552587,905,409c71bd,2.0
2556024,584,4f6b7a61,2.0
2556027,587,4f6b7a61,18.0
2556139,699,4f6b7a61,2.0
2556150,710,4f6b7a61,1.0
2556156,716,4f6b7a61,2.0
2556162,722,4f6b7a61,2.0
2556191,751,4f6b7a61,1.0
2556255,815,4f6b7a61,1.0
2556280,840,4f6b7a61,1.0
2559784,586,27d8d598,4.0
2563544,588,695b2968,22.0
2567303,589,8c090f79,2.0
2567318,604,8c090f79,2.0
2567341,627,8c090f79,7.0
2571062,590,b3226d31,11.0
2571104,632,b3226d31,4.0
2571138,666,b3226d31,1.0
2574821,591,205bf858,1.0
2574859,629,205bf858,4.0
2578581,593,d10fefc2,4.0
2578595,607,d10fefc2,1.0
2578666,678,d10fefc2,2.0
2578669,681,d10fefc2,1.0
2578682,694,d10fefc2,2.0
2582339,593,3f018eee,4.0
2582360,614,3f018eee,208.0
2582362,616,3f018eee,7.0
2586098,594,935379cf,2.0
2586114,610,935379cf,1.0
2586116,612,935379cf,2.0
2589857,595,13411934,21.0
2589880,618,13411934,12.0
2593617,597,93b4c1e2,23.0
2597376,598,2b07bf65,1.0
2597380,602,2b07bf65,56.0
2597393,615,2b07bf65,8.0
2597412,634,2b07bf65,2.0
2597488,710,2b07bf65,2.0
2597530,752,2b07bf65,2.0
2597593,815,2b07bf65,2.0
2597619,841,2b07bf65,2.0
2597620,842,2b07bf65,19.0
2601134,598,66bab51,2.0
2604893,599,78dad7ec,7.0
2604902,608,78dad7ec,17.0
2604917,623,78dad7ec,2.0
2608651,599,ce559974,7.0
2612410,600,dd05441,13.0
2616171,603,fa22bc01,6.0
2616298,730,fa22bc01,6.0
2619931,605,a1651b4d,4.0
2619945,619,a1651b4d,1.0
2619946,620,a1651b4d,10.0
2623692,608,142cdd2d,1.0
2623819,735,142cdd2d,6.0
2623886,802,142cdd2d,6.0
2623900,816,142cdd2d,6.0
2627453,611,f73fbccb,2.0
2631213,613,f6f48708,2.0
2631218,618,f6f48708,12.0
2631223,623,f6f48708,7.0
2634975,617,1f97223d,2.0
2638738,622,716c9bc7,1.0
2638741,625,716c9bc7,2.0
2642496,622,5c008ff3,13.0
2642710,836,5c008ff3,55.0
2642717,843,5c008ff3,2.0
2646256,624,ac781b87,1.0
2646268,636,ac781b87,8.0
2650020,630,3deb85f8,1.0
2650030,640,3deb85f8,7.0
2650039,649,3deb85f8,1.0
2650054,664,3deb85f8,2.0
2650115,725,3deb85f8,2.0
2650188,798,3deb85f8,2.0
2653778,630,b44fa928,2.0
2653786,638,b44fa928,1.0
2657537,631,d0236c2c,269.0
2657564,658,d0236c2c,16.0
2661296,632,5a41c804,4.0
2665056,634,dc12ef08,8.0
2668815,635,3cc70616,7.0
2668981,801,3cc70616,2.0
2672574,636,345dc9d3,2.0
2672584,646,345dc9d3,1.0
2672594,656,345dc9d3,1.0
2672595,657,345dc9d3,2.0
2676333,637,4bc03680,52.0
2676443,747,4bc03680,4.0
2676520,824,4bc03680,2.0
2680095,641,359fa3e4,1.0
2680108,654,359fa3e4,1.0
2683855,643,ad549869,7.0
2683856,644,ad549869,2.0
2683867,655,ad549869,12.0
2687614,644,f7d15512,1.0
2691379,651,1f709a10,1.0
2695144,658,2d46f892,16.0
2698903,659,48e857a1,1.0
2702662,660,544cbee8,22.0
2702663,661,544cbee8,95.0
2702671,669,544cbee8,4.0
2706420,660,f8f9f1e4,1.0
2710179,661,f71fc48e,2.0
2710196,678,f71fc48e,1.0
2710304,786,f71fc48e,2.0
2710320,802,f71fc48e,18.0
2710325,807,f71fc48e,22.0
2710423,905,f71fc48e,2.0
2710430,912,f71fc48e,5.0
2713937,661,f00e0310,7.0
2713965,689,f00e0310,2.0
2717695,661,d111c896,1.0
2717717,683,d111c896,19.0
2717772,738,d111c896,2.0
2717928,894,d111c896,17.0
2717930,896,d111c896,2.0
2717963,929,d111c896,1.0
2718020,986,d111c896,22.0
2718037,1003,d111c896,134.0
2721454,662,6c0a18b9,2.0
2721583,791,6c0a18b9,11.0
2721586,794,6c0a18b9,1.0
2725213,663,6846ec75,2.0
2728971,663,78eb911f,1.0
2732730,664,3c9b7dd4,1.0
2732779,713,3c9b7dd4,7.0
2732834,768,3c9b7dd4,2.0
2732889,823,3c9b7dd4,2.0
2732905,839,3c9b7dd4,7.0
2736488,664,f248bd49,2.0
2736489,665,f248bd49,6.0
2736511,687,f248bd49,2.0
2736517,693,f248bd49,1.0
2740247,665,25fc4f12,6.0
2744005,665,65aeda2,2.0
2747764,666,127aec7a,11.0
2751523,667,667adc6a,2.0
2755282,668,705e3f7d,2.0
2759040,668,22ed888c,2.0
2762799,669,260498fb,1.0
2762802,672,260498fb,2.0
2762810,680,260498fb,2.0
2762812,682,260498fb,1.0
2762852,722,260498fb,236.0
2762961,831,260498fb,1.0
2766557,669,97a44eec,4.0
2766564,676,97a44eec,7.0
2766706,818,97a44eec,1.0
2766735,847,97a44eec,1.0
