,id,gameTurn,player,value
1916686,106,PREFLOP,eebf6c44,2.0
1916687,107,PREFLOP,eebf6c44,4.0
1916701,121,PREFLOP,eebf6c44,2.0
1927960,106,TURN,eebf6c44,28.0
1931718,106,RIVER,eebf6c44,0.0
1935439,69,PREFLOP,c4f7d185,2.0
1935447,77,PREFLOP,c4f7d185,7.0
1935486,116,PREFLOP,c4f7d185,17.0
1942963,77,FLOP,c4f7d185,6.0
1943002,116,FLOP,c4f7d185,18.0
1946721,77,TURN,c4f7d185,0.0
1950518,116,RIVER,c4f7d185,140.0
1954230,70,PREFLOP,33e281e8,7.0
1954241,81,PREFLOP,33e281e8,2.0
1954242,82,PREFLOP,33e281e8,7.0
1954285,125,PREFLOP,33e281e8,2.0
1954286,126,PREFLOP,33e281e8,1.0
1965504,70,TURN,33e281e8,0.0
1965516,82,TURN,33e281e8,6.0
1969274,82,RIVER,33e281e8,28.0
1973022,72,PREFLOP,adcf79a7,6.0
1973037,87,PREFLOP,adcf79a7,6.0
1973074,124,PREFLOP,adcf79a7,1.0
1991813,73,PREFLOP,e62e92fb,6.0
1991842,102,PREFLOP,e62e92fb,1.0
1991869,129,PREFLOP,e62e92fb,7.0
2003143,129,TURN,e62e92fb,0.0
2010604,74,PREFLOP,b74ae4d5,6.0
2029394,74,PREFLOP,4574cef8,6.0
2048185,75,PREFLOP,991fd8e7,2.0
2048190,80,PREFLOP,991fd8e7,1.0
2048210,100,PREFLOP,991fd8e7,2.0
2048225,115,PREFLOP,991fd8e7,1.0
2066976,76,PREFLOP,40039d4,1.0
2085766,76,PREFLOP,e8f51ac9,2.0
2104558,78,PREFLOP,b8ffb39f,2.0
2104586,106,PREFLOP,b8ffb39f,2.0
2115860,106,TURN,b8ffb39f,28.0
2123349,79,PREFLOP,8bff2aae,2.0
2123359,89,PREFLOP,8bff2aae,2.0
2123378,108,PREFLOP,8bff2aae,2.0
2123381,111,PREFLOP,8bff2aae,1.0
2142144,84,PREFLOP,830189ae,1.0
2142145,85,PREFLOP,830189ae,1.0
2142146,86,PREFLOP,830189ae,2.0
2142172,112,PREFLOP,830189ae,2.0
2160934,84,PREFLOP,483adb83,2.0
2179728,88,PREFLOP,459376d5,1.0
2179729,89,PREFLOP,459376d5,2.0
2191003,89,TURN,459376d5,0.0
2198518,88,PREFLOP,a4457d82,2.0
2198547,117,PREFLOP,a4457d82,2.0
2217310,90,PREFLOP,3ca8765c,1.0
2236103,93,PREFLOP,8cbfef9e,4.0
2247377,93,TURN,8cbfef9e,3.0
2251135,93,RIVER,8cbfef9e,0.0
2254893,93,PREFLOP,bd7e3486,4.0
2266167,93,TURN,bd7e3486,3.0
2273684,94,PREFLOP,6e0a888a,1.0
2292474,94,PREFLOP,8edf6194,2.0
2292506,126,PREFLOP,8edf6194,4.0
2311266,96,PREFLOP,e7ecf8cc,4.0
2311278,108,PREFLOP,e7ecf8cc,2.0
2318782,96,FLOP,e7ecf8cc,0.0
2330056,96,PREFLOP,21eefaf6,4.0
2348849,99,PREFLOP,62b18eb2,2.0
2367639,99,PREFLOP,dfaa5e9d,2.0
2367644,104,PREFLOP,dfaa5e9d,1.0
2375155,99,FLOP,dfaa5e9d,0.0
2386429,99,PREFLOP,b3f0e113,2.0
2405220,100,PREFLOP,c861d694,1.0
2424013,103,PREFLOP,c1dcabc5,1.0
2442804,104,PREFLOP,71eb4a42,2.0
2461594,104,PREFLOP,872b7129,2.0
2480386,106,PREFLOP,ee18e871,2.0
2491660,106,TURN,ee18e871,28.0
2499176,106,PREFLOP,f3eac947,2.0
2499177,107,PREFLOP,f3eac947,1.0
2510450,106,TURN,f3eac947,4.0
2517968,108,PREFLOP,3bd4fb62,2.0
2517971,111,PREFLOP,3bd4fb62,6.0
2517973,113,PREFLOP,3bd4fb62,2.0
2536759,109,PREFLOP,68b46f83,2.0
2544275,109,FLOP,68b46f83,2.0
2548033,109,TURN,68b46f83,14.0
2551791,109,RIVER,68b46f83,2.0
2555549,109,PREFLOP,525a9e52,2.0
2555565,125,PREFLOP,525a9e52,1.0
2563065,109,FLOP,525a9e52,2.0
2566823,109,TURN,525a9e52,14.0
2570581,109,RIVER,525a9e52,2.0
2574340,110,PREFLOP,96446674,1.0
2574341,111,PREFLOP,96446674,6.0
2581857,111,FLOP,96446674,7.0
2585615,111,TURN,96446674,11.0
2593133,113,PREFLOP,a96f043c,1.0
2611926,116,PREFLOP,61513619,17.0
2611927,117,PREFLOP,61513619,4.0
2611933,123,PREFLOP,61513619,1.0
2611934,124,PREFLOP,61513619,4.0
2619442,116,FLOP,61513619,18.0
2619443,117,FLOP,61513619,4.0
2626958,116,RIVER,61513619,140.0
2626966,124,RIVER,61513619,0.0
2630718,118,PREFLOP,f99a0d94,2.0
2649509,119,PREFLOP,2503704,2.0
2668299,119,PREFLOP,df7a9fc4,33.0
2675815,119,FLOP,df7a9fc4,35.0
2679573,119,TURN,df7a9fc4,94.0
2687090,120,PREFLOP,cf166ad0,1.0
2705881,121,PREFLOP,4d11a1c3,2.0
2705882,122,PREFLOP,4d11a1c3,2.0
2724675,125,PREFLOP,59179048,2.0
2743467,127,PREFLOP,820f3d7,1.0
2762258,128,PREFLOP,e0c36043,6.0
2781048,128,PREFLOP,b4df799c,6.0
2788564,128,FLOP,b4df799c,2.0
2799839,129,PREFLOP,a4305860,7.0
2818630,130,PREFLOP,cf5ed34a,1.0
2837420,130,PREFLOP,37c4d475,2.0
2856210,130,PREFLOP,5fe1cedb,2.0
2875001,131,PREFLOP,4910107b,1.0
2875031,161,PREFLOP,4910107b,2.0
2875060,190,PREFLOP,4910107b,1.0
2893791,131,PREFLOP,8fe11fa5,7.0
2893809,149,PREFLOP,8fe11fa5,2.0
2912581,131,PREFLOP,fb4d9afa,7.0
2912596,146,PREFLOP,fb4d9afa,1.0
2912623,173,PREFLOP,fb4d9afa,1.0
2931372,132,PREFLOP,d7d188d,7.0
2931379,139,PREFLOP,d7d188d,2.0
2931380,140,PREFLOP,d7d188d,1.0
2950162,132,PREFLOP,6bebb13,7.0
2950202,172,PREFLOP,6bebb13,31.0
2968953,133,PREFLOP,94744937,1.0
2968998,178,PREFLOP,94744937,6.0
2976514,178,FLOP,94744937,10.0
2987743,133,PREFLOP,881a6eeb,4.0
3002775,133,RIVER,881a6eeb,0.0
3006534,134,PREFLOP,a9fe2d0b,2.0
3006552,152,PREFLOP,a9fe2d0b,2.0
3025324,134,PREFLOP,464a7a9e,2.0
3044115,135,PREFLOP,e5b8bb4a,2.0
3062905,135,PREFLOP,9c6403ee,2.0
3062948,178,PREFLOP,9c6403ee,6.0
3070464,178,FLOP,9c6403ee,48.0
3074222,178,TURN,9c6403ee,0.0
3081696,136,PREFLOP,1543fbd6,1.0
3081713,153,PREFLOP,1543fbd6,2.0
3100486,136,PREFLOP,a8441bb2,1.0
3119277,137,PREFLOP,c9a88dd9,2.0
3138067,137,PREFLOP,3e16f49b,2.0
3138098,168,PREFLOP,3e16f49b,1.0
3156858,138,PREFLOP,ad9db860,6.0
3175648,138,PREFLOP,cd24f8b,6.0
3175659,149,PREFLOP,cd24f8b,1.0
3183164,138,FLOP,cd24f8b,0.0
3194439,139,PREFLOP,130bedd5,2.0
3194442,142,PREFLOP,130bedd5,1.0
3201955,139,FLOP,130bedd5,0.0
3213230,140,PREFLOP,94197406,1.0
3232021,141,PREFLOP,104eb1c5,1.0
3250811,141,PREFLOP,c36f506e,1.0
3250830,160,PREFLOP,c36f506e,1.0
3250832,162,PREFLOP,c36f506e,2.0
3269602,142,PREFLOP,fdc1ef9,1.0
3288393,143,PREFLOP,513a46e9,7.0
3307183,143,PREFLOP,31fdcf0c,7.0
3325973,143,PREFLOP,2ca35b75,7.0
3325995,165,PREFLOP,2ca35b75,2.0
3326010,180,PREFLOP,2ca35b75,4.0
3337284,180,TURN,2ca35b75,5.0
3341042,180,RIVER,2ca35b75,10.0
3344763,143,PREFLOP,f9ec9c8e,7.0
3352279,143,FLOP,f9ec9c8e,0.0
3363554,144,PREFLOP,f6ab1256,1.0
3382344,144,PREFLOP,d9ec850a,2.0
3382372,172,PREFLOP,d9ec850a,1.0
3401135,145,PREFLOP,857f32af,2.0
3419925,145,PREFLOP,8cc02f70,2.0
3438717,147,PREFLOP,8653321,7.0
3457507,147,PREFLOP,2c856b26,2.0
3457526,166,PREFLOP,2c856b26,7.0
3472558,166,RIVER,2c856b26,0.0
3476297,147,PREFLOP,1f5e0234,7.0
3483813,147,FLOP,1f5e0234,0.0
3495088,148,PREFLOP,c2ad3a59,1.0
3495129,189,PREFLOP,c2ad3a59,1.0
3513878,148,PREFLOP,9535f7e8,2.0
3513886,156,PREFLOP,9535f7e8,73.0
3521402,156,FLOP,9535f7e8,0.0
3532668,148,PREFLOP,dbc09a02,2.0
3532676,156,PREFLOP,dbc09a02,73.0
3551459,149,PREFLOP,7b3b96c4,2.0
3551476,166,PREFLOP,7b3b96c4,1.0
3551499,189,PREFLOP,7b3b96c4,7.0
3570250,150,PREFLOP,6cfb2fb7,1.0
3589040,150,PREFLOP,5e8f11a3,2.0
3607831,151,PREFLOP,d01941c1,1.0
3607838,158,PREFLOP,d01941c1,2.0
3626621,151,PREFLOP,7d66e178,7.0
3626656,186,PREFLOP,7d66e178,2.0
3634137,151,FLOP,7d66e178,8.0
3637895,151,TURN,7d66e178,16.0
3641653,151,RIVER,7d66e178,40.0
3645411,151,PREFLOP,75c62ea5,7.0
3652927,151,FLOP,75c62ea5,8.0
3656685,151,TURN,75c62ea5,16.0
3660443,151,RIVER,75c62ea5,40.0
3664202,152,PREFLOP,100ced53,1.0
3664228,178,PREFLOP,100ced53,6.0
3671744,178,FLOP,100ced53,48.0
3682993,153,PREFLOP,26d39fa6,2.0
3701784,154,PREFLOP,dcdbcf01,1.0
3720574,154,PREFLOP,35cefb2e,1.0
3739365,155,PREFLOP,8b276e75,1.0
3758156,156,PREFLOP,865e027a,1.0
3776946,156,PREFLOP,29ca7da3,2.0
3776970,180,PREFLOP,29ca7da3,4.0
3776975,185,PREFLOP,29ca7da3,2.0
3788244,180,TURN,29ca7da3,5.0
3792002,180,RIVER,29ca7da3,10.0
3795736,156,PREFLOP,eeb313c,2.0
3795760,180,PREFLOP,eeb313c,1.0
3814527,157,PREFLOP,f6da1f2c,1.0
3833317,157,PREFLOP,81dd2fba,7.0
3840833,157,FLOP,81dd2fba,35.0
3852107,157,PREFLOP,29882135,7.0
3852122,172,PREFLOP,29882135,31.0
3852138,188,PREFLOP,29882135,22.0
3852139,189,PREFLOP,29882135,7.0
3859623,157,FLOP,29882135,35.0
3859654,188,FLOP,29882135,34.0
3859655,189,FLOP,29882135,8.0
3863412,188,TURN,29882135,121.0
3870898,158,PREFLOP,e8b0da3f,2.0
3889689,159,PREFLOP,c0eb8400,1.0
3889691,161,PREFLOP,c0eb8400,2.0
3908480,160,PREFLOP,4393d94c,4.0
3927270,160,PREFLOP,c21426f,4.0
3927273,163,PREFLOP,c21426f,2.0
3927274,164,PREFLOP,c21426f,1.0
3927289,179,PREFLOP,c21426f,2.0
3946061,161,PREFLOP,a93087c,1.0
3964852,162,PREFLOP,91015faa,1.0
3964874,184,PREFLOP,91015faa,7.0
3976148,184,TURN,91015faa,0.0
3983642,162,PREFLOP,29d64de8,2.0
4002433,163,PREFLOP,7d9438ea,2.0
4002451,181,PREFLOP,7d9438ea,1.0
4021224,164,PREFLOP,bbe0abca,2.0
4040015,165,PREFLOP,bfdace1c,2.0
4040036,186,PREFLOP,bfdace1c,7.0
4058806,166,PREFLOP,303fa53b,7.0
4077597,167,PREFLOP,f31f8cb5,1.0
4096387,167,PREFLOP,e6066f3c,1.0
4115178,168,PREFLOP,30cd7ca9,1.0
4115191,181,PREFLOP,30cd7ca9,2.0
4133969,169,PREFLOP,ad7351b9,1.0
4133986,186,PREFLOP,ad7351b9,7.0
4145260,186,TURN,ad7351b9,0.0
4152759,169,PREFLOP,42c9cbb8,4.0
4164033,169,TURN,42c9cbb8,0.0
4171549,169,PREFLOP,3c6a4ada,4.0
4171555,175,PREFLOP,3c6a4ada,2.0
4190340,170,PREFLOP,38fb0623,2.0
4209130,170,PREFLOP,86c1e6d9,2.0
4227921,171,PREFLOP,397b3082,1.0
4246711,171,PREFLOP,77e4fc39,7.0
4246718,178,PREFLOP,77e4fc39,2.0
4265502,172,PREFLOP,e1b61310,2.0
4265507,177,PREFLOP,e1b61310,1.0
4284292,172,PREFLOP,7a9d9036,31.0
4291808,172,FLOP,7a9d9036,0.0
4303083,173,PREFLOP,1644fb50,1.0
4321874,174,PREFLOP,925833f1,1.0
4340664,174,PREFLOP,648f09ab,1.0
4359455,175,PREFLOP,3e1720ed,1.0
4378245,175,PREFLOP,49ff2dd4,2.0
4397036,176,PREFLOP,8c4aaa6c,2.0
4415829,179,PREFLOP,606619dc,2.0
4434621,181,PREFLOP,4468a802,2.0
4453412,182,PREFLOP,a71fa521,22.0
4460928,182,FLOP,a71fa521,0.0
4472202,182,PREFLOP,a61d1ee,22.0
4490993,183,PREFLOP,beafbd4f,1.0
4490997,187,PREFLOP,beafbd4f,4.0
4506029,187,RIVER,beafbd4f,3.0
4509784,184,PREFLOP,e542e75a,2.0
4528574,184,PREFLOP,203e6d1e,7.0
4547365,185,PREFLOP,96b12386,1.0
4566155,185,PREFLOP,74602857,2.0
4584947,187,PREFLOP,78bf42aa,1.0
4603738,188,PREFLOP,347a0003,22.0
4611254,188,FLOP,347a0003,34.0
4615012,188,TURN,347a0003,121.0
4622531,191,PREFLOP,74910923,1.0
4622558,218,PREFLOP,74910923,2.0
4622636,296,PREFLOP,74910923,1.0
4622637,297,PREFLOP,74910923,2.0
4622662,322,PREFLOP,74910923,2.0
4622720,380,PREFLOP,74910923,1.0
4622721,381,PREFLOP,74910923,2.0
4622729,389,PREFLOP,74910923,8.0
4641321,191,PREFLOP,90adf04a,7.0
4641342,212,PREFLOP,90adf04a,2.0
4641510,380,PREFLOP,90adf04a,1.0
4648837,191,FLOP,90adf04a,22.0
4660111,191,PREFLOP,8bf07f52,7.0
4660113,193,PREFLOP,8bf07f52,1.0
4660154,234,PREFLOP,8bf07f52,2.0
4660160,240,PREFLOP,8bf07f52,2.0
4660194,274,PREFLOP,8bf07f52,1.0
4660321,401,PREFLOP,8bf07f52,9.0
4667627,191,FLOP,8bf07f52,97.0
4667837,401,FLOP,8bf07f52,16.0
4671595,401,TURN,8bf07f52,0.0
4678902,192,PREFLOP,ddaad8d4,1.0
4678930,220,PREFLOP,ddaad8d4,8.0
4678961,251,PREFLOP,ddaad8d4,8.0
4686477,251,FLOP,ddaad8d4,0.0
4697693,193,PREFLOP,d3a5b927,1.0
4697700,200,PREFLOP,d3a5b927,7.0
4697752,252,PREFLOP,d3a5b927,7.0
4716484,194,PREFLOP,1c60fa4c,1.0
4716493,203,PREFLOP,1c60fa4c,1.0
4735274,194,PREFLOP,2eb120e3,2.0
4754065,195,PREFLOP,76cb8731,4.0
4754078,208,PREFLOP,76cb8731,6.0
4754194,324,PREFLOP,76cb8731,1.0
4754244,374,PREFLOP,76cb8731,1.0
4754260,390,PREFLOP,76cb8731,4.0
4754261,391,PREFLOP,76cb8731,6.0
4761776,390,FLOP,76cb8731,0.0
4765339,195,TURN,76cb8731,8.0
4765535,391,TURN,76cb8731,13.0
4769097,195,RIVER,76cb8731,12.0
4769293,391,RIVER,76cb8731,0.0
4772856,196,PREFLOP,8a79167b,1.0
4772920,260,PREFLOP,8a79167b,8.0
4772980,320,PREFLOP,8a79167b,2.0
4773009,349,PREFLOP,8a79167b,2.0
4780436,260,FLOP,8a79167b,4.0
4791646,196,PREFLOP,57bcb0d,2.0
4791849,399,PREFLOP,57bcb0d,2.0
4799365,399,FLOP,57bcb0d,4.0
4803123,399,TURN,57bcb0d,14.0
4810436,196,PREFLOP,827c3361,7.0
4810457,217,PREFLOP,827c3361,10.0
4810498,258,PREFLOP,827c3361,2.0
4817973,217,FLOP,827c3361,24.0
4821731,217,TURN,827c3361,60.0
4825489,217,RIVER,827c3361,95.0
4829226,196,PREFLOP,fa2dca74,7.0
4829273,243,PREFLOP,fa2dca74,2.0
4848017,197,PREFLOP,d995846,7.0
4848033,213,PREFLOP,d995846,4.0
4866807,197,PREFLOP,c1234725,7.0
4866918,308,PREFLOP,c1234725,1.0
4866928,318,PREFLOP,c1234725,1.0
4866946,336,PREFLOP,c1234725,2.0
4881839,197,RIVER,c1234725,0.0
4885598,198,PREFLOP,954dab66,1.0
4904388,198,PREFLOP,97568104,7.0
4911904,198,FLOP,97568104,12.0
4919420,198,RIVER,97568104,0.0
4923178,198,PREFLOP,12ac7d33,7.0
4923203,223,PREFLOP,12ac7d33,1.0
4923271,291,PREFLOP,12ac7d33,7.0
4923306,326,PREFLOP,12ac7d33,4.0
4923348,368,PREFLOP,12ac7d33,14.0
4923349,369,PREFLOP,12ac7d33,7.0
4923356,376,PREFLOP,12ac7d33,2.0
4923357,377,PREFLOP,12ac7d33,6.0
4930694,198,FLOP,12ac7d33,12.0
4930873,377,FLOP,12ac7d33,7.0
4934622,368,TURN,12ac7d33,21.0
4934623,369,TURN,12ac7d33,5.0
4938380,368,RIVER,12ac7d33,113.0
4941969,199,PREFLOP,28883b9a,7.0
4942007,237,PREFLOP,28883b9a,2.0
4960759,199,PREFLOP,487ce393,2.0
4960781,221,PREFLOP,487ce393,1.0
4960792,232,PREFLOP,487ce393,6.0
4979549,199,PREFLOP,58057738,7.0
4979562,212,PREFLOP,58057738,2.0
4979644,294,PREFLOP,58057738,2.0
4979720,370,PREFLOP,58057738,2.0
4979733,383,PREFLOP,58057738,6.0
4987065,199,FLOP,58057738,0.0
4998340,200,PREFLOP,23834ff2,2.0
4998481,341,PREFLOP,23834ff2,1.0
4998511,371,PREFLOP,23834ff2,2.0
5017130,200,PREFLOP,a29b92c8,7.0
5017266,336,PREFLOP,a29b92c8,1.0
5017285,355,PREFLOP,a29b92c8,7.0
5017295,365,PREFLOP,a29b92c8,4.0
5024801,355,FLOP,a29b92c8,5.0
5028559,355,TURN,a29b92c8,0.0
5032162,200,RIVER,a29b92c8,0.0
5035921,201,PREFLOP,75bd84b1,1.0
5054711,201,PREFLOP,28816a6e,2.0
5054736,226,PREFLOP,28816a6e,2.0
5073502,202,PREFLOP,6e6cc6a3,2.0
5073510,210,PREFLOP,6e6cc6a3,1.0
5073565,265,PREFLOP,6e6cc6a3,1.0
5073584,284,PREFLOP,6e6cc6a3,10.0
5073602,302,PREFLOP,6e6cc6a3,1.0
5073667,367,PREFLOP,6e6cc6a3,2.0
5084858,284,TURN,6e6cc6a3,6.0
5088616,284,RIVER,6e6cc6a3,0.0
5092292,202,PREFLOP,9db9af08,7.0
5092312,222,PREFLOP,9db9af08,1.0
5092417,327,PREFLOP,9db9af08,2.0
5099808,202,FLOP,9db9af08,0.0
5111083,203,PREFLOP,e2f2d914,1.0
5111187,307,PREFLOP,e2f2d914,5.0
5111194,314,PREFLOP,e2f2d914,7.0
5111205,325,PREFLOP,e2f2d914,1.0
5111238,358,PREFLOP,e2f2d914,8.0
5111251,371,PREFLOP,e2f2d914,38.0
5111272,392,PREFLOP,e2f2d914,1.0
5118767,371,FLOP,e2f2d914,66.0
5129874,204,PREFLOP,6b67cada,2.0
5130029,359,PREFLOP,6b67cada,2.0
5130064,394,PREFLOP,6b67cada,2.0
5148664,204,PREFLOP,5a0195f7,2.0
5148680,220,PREFLOP,5a0195f7,2.0
5148855,395,PREFLOP,5a0195f7,1.0
5167455,205,PREFLOP,65fe1e7e,1.0
5186245,205,PREFLOP,9e3424ee,1.0
5186304,264,PREFLOP,9e3424ee,1.0
5186340,300,PREFLOP,9e3424ee,2.0
5186370,330,PREFLOP,9e3424ee,1.0
5186396,356,PREFLOP,9e3424ee,1.0
5205036,206,PREFLOP,2030e2e8,1.0
5205055,225,PREFLOP,2030e2e8,7.0
5205136,306,PREFLOP,2030e2e8,5.0
5205184,354,PREFLOP,2030e2e8,1.0
5205207,377,PREFLOP,2030e2e8,2.0
5223826,206,PREFLOP,c45651b8,20.0
5223983,363,PREFLOP,c45651b8,2.0
5231342,206,FLOP,c45651b8,0.0
5239015,363,RIVER,c45651b8,6.0
5242616,206,PREFLOP,a180a205,2.0
5242620,210,PREFLOP,a180a205,2.0
5242747,337,PREFLOP,a180a205,4.0
5242800,390,PREFLOP,a180a205,4.0
5254021,337,TURN,a180a205,34.0
5257779,337,RIVER,a180a205,81.0
5261406,206,PREFLOP,8edb0512,20.0
5261407,207,PREFLOP,8edb0512,1.0
5261447,247,PREFLOP,8edb0512,6.0
5280197,207,PREFLOP,7ca773a9,2.0
5298987,207,PREFLOP,a046eed6,2.0
5298991,211,PREFLOP,a046eed6,2.0
5299063,283,PREFLOP,a046eed6,2.0
5299078,298,PREFLOP,a046eed6,1.0
5299109,329,PREFLOP,a046eed6,2.0
5317778,208,PREFLOP,cb5dba8,6.0
5317878,308,PREFLOP,cb5dba8,6.0
5317916,346,PREFLOP,cb5dba8,4.0
5329152,308,TURN,cb5dba8,40.0
5336569,209,PREFLOP,b43ca537,1.0
5355359,209,PREFLOP,7722aa45,2.0
5355546,396,PREFLOP,7722aa45,2.0
5374149,209,PREFLOP,af869202,6.0
5374170,230,PREFLOP,af869202,2.0
5381665,209,FLOP,af869202,0.0
5392939,209,PREFLOP,a6d76604,6.0
5393125,395,PREFLOP,a6d76604,1.0
5393126,396,PREFLOP,a6d76604,1.0
5411730,210,PREFLOP,4be407b6,4.0
5411800,280,PREFLOP,4be407b6,2.0
5411818,298,PREFLOP,4be407b6,1.0
5411819,299,PREFLOP,4be407b6,4.0
5430520,210,PREFLOP,26e539a,4.0
5430639,329,PREFLOP,26e539a,9.0
5449311,211,PREFLOP,e5fd0be,23.0
5449452,352,PREFLOP,e5fd0be,24.0
5456827,211,FLOP,e5fd0be,16.0
5456968,352,FLOP,e5fd0be,0.0
5468101,211,PREFLOP,5f8f0b0c,23.0
5468105,215,PREFLOP,5f8f0b0c,2.0
5468162,272,PREFLOP,5f8f0b0c,4.0
5475617,211,FLOP,5f8f0b0c,16.0
5479436,272,TURN,5f8f0b0c,0.0
5486892,212,PREFLOP,1ef2add4,1.0
5486893,213,PREFLOP,1ef2add4,4.0
5486903,223,PREFLOP,1ef2add4,7.0
5486904,224,PREFLOP,1ef2add4,6.0
5486915,235,PREFLOP,1ef2add4,2.0
5486916,236,PREFLOP,1ef2add4,2.0
5486957,277,PREFLOP,1ef2add4,1.0
5486997,317,PREFLOP,1ef2add4,2.0
5494420,224,FLOP,1ef2add4,9.0
5498177,223,TURN,1ef2add4,15.0
5501935,223,RIVER,1ef2add4,34.0
5501936,224,RIVER,1ef2add4,81.0
5505683,213,PREFLOP,33a4b9f8,4.0
5505696,226,PREFLOP,33a4b9f8,1.0
5505706,236,PREFLOP,33a4b9f8,1.0
5505729,259,PREFLOP,33a4b9f8,4.0
5524474,214,PREFLOP,3816171c,1.0
5524497,237,PREFLOP,3816171c,2.0
5524531,271,PREFLOP,3816171c,6.0
5532047,271,FLOP,3816171c,5.0
5535805,271,TURN,3816171c,12.0
5543264,214,PREFLOP,1ccb7a7,2.0
5543294,244,PREFLOP,1ccb7a7,7.0
5543306,256,PREFLOP,1ccb7a7,1.0
5543322,272,PREFLOP,1ccb7a7,4.0
5562055,215,PREFLOP,4194c365,2.0
5562229,389,PREFLOP,4194c365,8.0
5580846,216,PREFLOP,b268837f,6.0
5580888,258,PREFLOP,b268837f,1.0
5580897,267,PREFLOP,b268837f,1.0
5580910,280,PREFLOP,b268837f,2.0
5588426,280,FLOP,b268837f,0.0
5599636,216,PREFLOP,bcd7072,6.0
5599723,303,PREFLOP,bcd7072,1.0
5607152,216,FLOP,bcd7072,0.0
5618427,217,PREFLOP,46738260,10.0
5618462,252,PREFLOP,46738260,1.0
5625943,217,FLOP,46738260,24.0
5629701,217,TURN,46738260,60.0
5633459,217,RIVER,46738260,95.0
5637217,217,PREFLOP,2b61d2c5,2.0
5637240,240,PREFLOP,2b61d2c5,2.0
5637246,246,PREFLOP,2b61d2c5,1.0
5637305,305,PREFLOP,2b61d2c5,7.0
5644821,305,FLOP,2b61d2c5,6.0
5656007,217,PREFLOP,210d2821,10.0
5656013,223,PREFLOP,210d2821,7.0
5656140,350,PREFLOP,210d2821,7.0
5667287,223,TURN,210d2821,15.0
5671045,223,RIVER,210d2821,34.0
5671172,350,RIVER,210d2821,0.0
5674798,218,PREFLOP,acc7e8f6,1.0
5674809,229,PREFLOP,acc7e8f6,4.0
5674941,361,PREFLOP,acc7e8f6,1.0
5674972,392,PREFLOP,acc7e8f6,6.0
5682325,229,FLOP,acc7e8f6,13.0
5686083,229,TURN,acc7e8f6,0.0
5693588,218,PREFLOP,fd1a4a28,2.0
5693696,326,PREFLOP,fd1a4a28,4.0
5693729,359,PREFLOP,fd1a4a28,1.0
5712378,218,PREFLOP,40dc2c4e,2.0
5712389,229,PREFLOP,40dc2c4e,4.0
5712390,230,PREFLOP,40dc2c4e,1.0
5731169,219,PREFLOP,56f19ead,6.0
5731300,350,PREFLOP,56f19ead,2.0
5731301,351,PREFLOP,56f19ead,6.0
5731351,401,PREFLOP,56f19ead,1.0
5742575,351,TURN,56f19ead,8.0
5749960,220,PREFLOP,2b7de28e,8.0
5749974,234,PREFLOP,2b7de28e,15.0
5750097,357,PREFLOP,2b7de28e,4.0
5750117,377,PREFLOP,2b7de28e,6.0
5757476,220,FLOP,2b7de28e,0.0
5757613,357,FLOP,2b7de28e,10.0
5757633,377,FLOP,2b7de28e,7.0
5761371,357,TURN,2b7de28e,17.0
5768751,221,PREFLOP,bf923b98,2.0
5768930,400,PREFLOP,bf923b98,1.0
5787541,221,PREFLOP,f2c22053,18.0
5787549,229,PREFLOP,f2c22053,1.0
5787562,242,PREFLOP,f2c22053,2.0
5806331,221,PREFLOP,19d913bf,18.0
5806439,329,PREFLOP,19d913bf,9.0
5806441,331,PREFLOP,19d913bf,6.0
5806453,343,PREFLOP,19d913bf,2.0
5806463,353,PREFLOP,19d913bf,6.0
5813847,221,FLOP,19d913bf,0.0
5813957,331,FLOP,19d913bf,13.0
5813979,353,FLOP,19d913bf,11.0
5817713,329,TURN,19d913bf,6.0
5817715,331,TURN,19d913bf,0.0
5821471,329,RIVER,19d913bf,0.0
5825122,222,PREFLOP,744897f2,7.0
5836396,222,TURN,744897f2,4.0
5840154,222,RIVER,744897f2,15.0
5843912,222,PREFLOP,4f8ae5cd,7.0
5843916,226,PREFLOP,4f8ae5cd,2.0
5843963,273,PREFLOP,4f8ae5cd,2.0
5843980,290,PREFLOP,4f8ae5cd,2.0
5855186,222,TURN,4f8ae5cd,4.0
5858944,222,RIVER,4f8ae5cd,15.0
5862702,222,PREFLOP,41caa1c4,7.0
5862829,349,PREFLOP,41caa1c4,2.0
5874103,349,TURN,41caa1c4,0.0
5881494,224,PREFLOP,9add3499,6.0
5881503,233,PREFLOP,9add3499,6.0
5889010,224,FLOP,9add3499,9.0
5889019,233,FLOP,9add3499,12.0
5900284,224,PREFLOP,fcf74fc4,2.0
5900293,233,PREFLOP,fcf74fc4,6.0
5900316,256,PREFLOP,fcf74fc4,8.0
5907809,233,FLOP,fcf74fc4,12.0
5911567,233,TURN,fcf74fc4,0.0
5919074,224,PREFLOP,7d274b74,6.0
5937865,225,PREFLOP,4b03bf9b,7.0
5945381,225,FLOP,4b03bf9b,19.0
5949139,225,TURN,4b03bf9b,51.0
5952897,225,RIVER,4b03bf9b,181.0
5956655,225,PREFLOP,54da1dc5,7.0
5964171,225,FLOP,54da1dc5,19.0
5967929,225,TURN,54da1dc5,51.0
5971687,225,RIVER,54da1dc5,181.0
5975447,227,PREFLOP,7f4e948a,2.0
5994237,227,PREFLOP,3dabd80b,2.0
