,id,gameTurn,player,value
26795843,1303,PREFLOP,92d82066,2.0
26795856,1316,PREFLOP,92d82066,58.0
26803372,1316,FLOP,92d82066,0.0
26814633,1303,PREFLOP,18d1f169,73.0
26814634,1304,PREFLOP,18d1f169,17.0
26833425,1305,PREFLOP,9d8c8717,2.0
26852216,1306,PREFLOP,50716ebd,5.0
26852224,1314,PREFLOP,50716ebd,17.0
26852225,1315,PREFLOP,50716ebd,17.0
26871007,1307,PREFLOP,b87fdb29,17.0
26871020,1320,PREFLOP,b87fdb29,17.0
26871045,1345,PREFLOP,b87fdb29,15.0
26871091,1391,PREFLOP,b87fdb29,15.0
26878536,1320,FLOP,b87fdb29,27.0
26886052,1320,RIVER,b87fdb29,135.0
26889798,1308,PREFLOP,e3da4387,2.0
26908589,1309,PREFLOP,ca37fd3a,2.0
26908596,1316,PREFLOP,ca37fd3a,5.0
26927379,1309,PREFLOP,ae1964a8,17.0
26927385,1315,PREFLOP,ae1964a8,17.0
26927397,1327,PREFLOP,ae1964a8,5.0
26946171,1311,PREFLOP,b9f573a5,5.0
26946205,1345,PREFLOP,b9f573a5,15.0
26964963,1313,PREFLOP,57fb1289,2.0
26964967,1317,PREFLOP,57fb1289,2.0
26964976,1326,PREFLOP,57fb1289,2.0
26964979,1329,PREFLOP,57fb1289,5.0
26983753,1313,PREFLOP,640f1a3c,17.0
27002544,1314,PREFLOP,68d070c1,2.0
27002545,1315,PREFLOP,68d070c1,17.0
27010061,1315,FLOP,68d070c1,102.0
27013819,1315,TURN,68d070c1,0.0
27021335,1315,PREFLOP,8a017b10,17.0
27021385,1365,PREFLOP,8a017b10,56.0
27028851,1315,FLOP,8a017b10,102.0
27028901,1365,FLOP,8a017b10,88.0
27040128,1318,PREFLOP,43fd2302,2.0
27040132,1322,PREFLOP,43fd2302,5.0
27058918,1318,PREFLOP,fd064b86,22.0
27066434,1318,FLOP,fd064b86,51.0
27070192,1318,TURN,fd064b86,128.0
27077708,1318,PREFLOP,423f4935,22.0
27077709,1319,PREFLOP,423f4935,2.0
27077740,1350,PREFLOP,423f4935,5.0
27077763,1373,PREFLOP,423f4935,2.0
27096499,1319,PREFLOP,71cb4180,17.0
27096509,1329,PREFLOP,71cb4180,5.0
27104015,1319,FLOP,71cb4180,5.0
27107773,1319,TURN,71cb4180,16.0
27111531,1319,RIVER,71cb4180,0.0
27115290,1320,PREFLOP,8071bfc3,17.0
27122806,1320,FLOP,8071bfc3,27.0
27130322,1320,RIVER,8071bfc3,135.0
27134081,1321,PREFLOP,7085e6bd,17.0
27134124,1364,PREFLOP,7085e6bd,2.0
27134127,1367,PREFLOP,7085e6bd,17.0
27152872,1322,PREFLOP,9776c6d8,2.0
27152901,1351,PREFLOP,9776c6d8,5.0
27152902,1352,PREFLOP,9776c6d8,2.0
27171662,1322,PREFLOP,12d7805,5.0
27190453,1323,PREFLOP,60a456dd,5.0
27209245,1325,PREFLOP,aa9e8637,2.0
27228035,1325,PREFLOP,f0d90ceb,5.0
27246827,1327,PREFLOP,7fba34eb,2.0
27246839,1339,PREFLOP,7fba34eb,15.0
27265617,1327,PREFLOP,9fc520ac,5.0
27284408,1328,PREFLOP,89003380,10.0
27284420,1340,PREFLOP,89003380,10.0
27291924,1328,FLOP,89003380,0.0
27291936,1340,FLOP,89003380,20.0
27303198,1328,PREFLOP,4b89051e,5.0
27303230,1360,PREFLOP,4b89051e,5.0
27321988,1328,PREFLOP,c6a61d6a,10.0
27340780,1330,PREFLOP,ded3f353,5.0
27359571,1331,PREFLOP,8a210355,17.0
27359590,1350,PREFLOP,8a210355,2.0
27378361,1331,PREFLOP,a1989f,17.0
27378395,1365,PREFLOP,a1989f,56.0
27378396,1366,PREFLOP,a1989f,25.0
27385911,1365,FLOP,a1989f,88.0
27385912,1366,FLOP,a1989f,80.0
27389669,1365,TURN,a1989f,0.0
27397151,1331,PREFLOP,96313011,17.0
27397175,1355,PREFLOP,96313011,2.0
27404667,1331,FLOP,96313011,546.0
27415942,1332,PREFLOP,6b36807c,2.0
27415976,1366,PREFLOP,6b36807c,5.0
27434732,1332,PREFLOP,b4428e36,2.0
27434745,1345,PREFLOP,b4428e36,2.0
27453523,1333,PREFLOP,22ba9c46,2.0
27472314,1334,PREFLOP,eb8570a,5.0
27472330,1350,PREFLOP,eb8570a,52.0
27479846,1350,FLOP,eb8570a,54.0
27483604,1350,TURN,eb8570a,108.0
27491104,1334,PREFLOP,52b24c1a,58.0
27491110,1340,PREFLOP,52b24c1a,10.0
27491111,1341,PREFLOP,52b24c1a,2.0
27491118,1348,PREFLOP,52b24c1a,17.0
27498634,1348,FLOP,52b24c1a,0.0
27509895,1335,PREFLOP,1f10803f,2.0
27509908,1348,PREFLOP,1f10803f,17.0
27509932,1372,PREFLOP,1f10803f,5.0
27528686,1336,PREFLOP,427d15a3,5.0
27528735,1385,PREFLOP,427d15a3,2.0
27547476,1336,PREFLOP,2611d0a7,17.0
27547478,1338,PREFLOP,2611d0a7,5.0
27547493,1353,PREFLOP,2611d0a7,5.0
27547499,1359,PREFLOP,2611d0a7,2.0
27554992,1336,FLOP,2611d0a7,21.0
27566266,1336,PREFLOP,ede96a7a,17.0
27566281,1351,PREFLOP,ede96a7a,5.0
27573782,1336,FLOP,ede96a7a,21.0
27585057,1337,PREFLOP,bd1c63d2,2.0
27603848,1338,PREFLOP,a38d2ea7,5.0
27603852,1342,PREFLOP,a38d2ea7,5.0
27622639,1339,PREFLOP,cbbb1da0,15.0
27637671,1339,RIVER,cbbb1da0,0.0
27641430,1340,PREFLOP,748b4ee7,10.0
27641449,1359,PREFLOP,748b4ee7,5.0
27660220,1340,PREFLOP,3b46152a,10.0
27667736,1340,FLOP,3b46152a,20.0
27679011,1341,PREFLOP,f82d31c6,2.0
27697804,1344,PREFLOP,290832a2,2.0
27716594,1344,PREFLOP,50d48a06,15.0
27716596,1346,PREFLOP,50d48a06,17.0
27716609,1359,PREFLOP,50d48a06,5.0
27735386,1346,PREFLOP,255b9555,17.0
27742902,1346,FLOP,255b9555,39.0
27746660,1346,TURN,255b9555,167.0
27754176,1346,PREFLOP,c8152fa6,17.0
27761692,1346,FLOP,c8152fa6,39.0
27765450,1346,TURN,c8152fa6,167.0
27772967,1347,PREFLOP,d970a6d6,5.0
27791761,1351,PREFLOP,70092bb7,2.0
27810552,1352,PREFLOP,1d91fe0e,2.0
27829343,1353,PREFLOP,8faf9dae,2.0
27829377,1387,PREFLOP,8faf9dae,17.0
27840651,1387,TURN,8faf9dae,18.0
27848133,1353,PREFLOP,9aee5aec,5.0
27866925,1355,PREFLOP,ed821f5d,17.0
27866939,1369,PREFLOP,ed821f5d,2.0
27874441,1355,FLOP,ed821f5d,53.0
27885718,1358,PREFLOP,3faf055d,5.0
27904511,1361,PREFLOP,49cfbb47,17.0
27919543,1361,RIVER,49cfbb47,0.0
27923304,1364,PREFLOP,d46da61c,2.0
27942095,1365,PREFLOP,a34638f4,5.0
27960887,1367,PREFLOP,e0747181,17.0
27960888,1368,PREFLOP,e0747181,17.0
27968404,1368,FLOP,e0747181,36.0
27972162,1368,TURN,e0747181,0.0
27979679,1369,PREFLOP,5237d0e4,25.0
27979696,1386,PREFLOP,5237d0e4,47.0
27998474,1374,PREFLOP,a36a968a,17.0
28017264,1374,PREFLOP,2d854e10,5.0
28036054,1374,PREFLOP,53f5bad3,17.0
28047328,1374,TURN,53f5bad3,0.0
28054845,1375,PREFLOP,5b6624e2,15.0
28073637,1377,PREFLOP,17a3664b,2.0
28092428,1378,PREFLOP,666f9436,2.0
28111219,1379,PREFLOP,6c3960b6,5.0
28130010,1380,PREFLOP,a87f771,5.0
28148800,1380,PREFLOP,9d552ef9,241.0
28148803,1383,PREFLOP,9d552ef9,5.0
28156316,1380,FLOP,9d552ef9,235.0
28167590,1380,PREFLOP,190bbace,17.0
28167591,1381,PREFLOP,190bbace,17.0
28186381,1381,PREFLOP,e060862a,17.0
28201413,1381,RIVER,e060862a,17.0
28205172,1382,PREFLOP,cc534547,2.0
28223962,1382,PREFLOP,858c758f,5.0
28223971,1391,PREFLOP,858c758f,5.0
28223972,1392,PREFLOP,858c758f,2.0
28242753,1383,PREFLOP,d0abd7cc,15.0
28254027,1383,TURN,d0abd7cc,35.0
28257785,1383,RIVER,d0abd7cc,53.0
28261544,1384,PREFLOP,10bdf6e5,2.0
28280334,1384,PREFLOP,2068ce85,5.0
28280339,1389,PREFLOP,2068ce85,2.0
28299124,1384,PREFLOP,f478de27,17.0
28299128,1388,PREFLOP,f478de27,17.0
28299132,1392,PREFLOP,f478de27,2.0
28306640,1384,FLOP,f478de27,0.0
28317914,1384,PREFLOP,dba2f415,17.0
28336705,1385,PREFLOP,cacde348,10.0
28344221,1385,FLOP,cacde348,16.0
28355495,1385,PREFLOP,bb5475d1,10.0
28355498,1388,PREFLOP,bb5475d1,17.0
28363011,1385,FLOP,bb5475d1,16.0
28366769,1385,TURN,bb5475d1,0.0
28366772,1388,TURN,bb5475d1,24.0
28374286,1386,PREFLOP,9767b6bc,5.0
28393076,1386,PREFLOP,85aa45dc,195.0
28393077,1387,PREFLOP,85aa45dc,17.0
28400592,1386,FLOP,85aa45dc,245.0
28411867,1387,PREFLOP,5aa44ed5,2.0
28411869,1389,PREFLOP,5aa44ed5,15.0
28411870,1390,PREFLOP,5aa44ed5,15.0
28430658,1388,PREFLOP,eb907458,2.0
28430659,1389,PREFLOP,eb907458,15.0
28430663,1393,PREFLOP,eb907458,12.0
28441937,1393,TURN,eb907458,20.0
28449448,1388,PREFLOP,b7019a30,17.0
28460722,1388,TURN,b7019a30,24.0
28468239,1389,PREFLOP,87889740,5.0
28487030,1390,PREFLOP,81c08143,5.0
28505821,1391,PREFLOP,1ca31466,2.0
28524613,1393,PREFLOP,8a95978a,12.0
28535887,1393,TURN,8a95978a,20.0
28543404,1394,PREFLOP,2530e072,2.0
28562195,1395,PREFLOP,3a24ed3,2.0
28562200,1400,PREFLOP,3a24ed3,7.0
28562267,1467,PREFLOP,3a24ed3,13.0
28562286,1486,PREFLOP,3a24ed3,21.0
28562287,1487,PREFLOP,3a24ed3,1.0
28562360,1560,PREFLOP,3a24ed3,1.0
28562373,1573,PREFLOP,3a24ed3,2.0
28562495,1695,PREFLOP,3a24ed3,7.0
28569802,1486,FLOP,3a24ed3,36.0
28570011,1695,FLOP,3a24ed3,9.0
28573541,1467,TURN,3a24ed3,0.0
28573769,1695,TURN,3a24ed3,18.0
28577318,1486,RIVER,3a24ed3,0.0
28580985,1395,PREFLOP,90580f52,7.0
28580995,1405,PREFLOP,90580f52,7.0
28581062,1472,PREFLOP,90580f52,7.0
28588511,1405,FLOP,90580f52,0.0
28599775,1395,PREFLOP,eb0ad025,30.0
28607291,1395,FLOP,eb0ad025,52.0
28618566,1396,PREFLOP,a44b46e2,2.0
28637356,1396,PREFLOP,e0569718,12.0
28637410,1450,PREFLOP,e0569718,2.0
28637411,1451,PREFLOP,e0569718,6.0
28644927,1451,FLOP,e0569718,10.0
28648685,1451,TURN,e0569718,14.0
28656146,1396,PREFLOP,9470975b,12.0
28656157,1407,PREFLOP,9470975b,8.0
28656185,1435,PREFLOP,9470975b,2.0
28656312,1562,PREFLOP,9470975b,1.0
28656387,1637,PREFLOP,9470975b,2.0
28656389,1639,PREFLOP,9470975b,1.0
28656429,1679,PREFLOP,9470975b,2.0
28656619,1869,PREFLOP,9470975b,1.0
28656661,1911,PREFLOP,9470975b,1.0
28656671,1921,PREFLOP,9470975b,1.0
28656706,1956,PREFLOP,9470975b,7.0
28656707,1957,PREFLOP,9470975b,1.0
28663662,1396,FLOP,9470975b,0.0
28663673,1407,FLOP,9470975b,0.0
28664222,1956,FLOP,9470975b,9.0
28674937,1397,PREFLOP,3b0350af,1.0
28674982,1442,PREFLOP,3b0350af,4.0
28675020,1480,PREFLOP,3b0350af,2.0
28675062,1522,PREFLOP,3b0350af,2.0
28682498,1442,FLOP,3b0350af,6.0
28682536,1480,FLOP,3b0350af,0.0
28693727,1397,PREFLOP,63c0238d,2.0
28693812,1482,PREFLOP,63c0238d,1.0
28693813,1483,PREFLOP,63c0238d,6.0
28693838,1508,PREFLOP,63c0238d,6.0
28705112,1508,TURN,63c0238d,0.0
28712518,1398,PREFLOP,504b109,1.0
28712519,1399,PREFLOP,504b109,6.0
28720035,1399,FLOP,504b109,2.0
28723793,1399,TURN,504b109,2.0
28731308,1398,PREFLOP,cb952d02,7.0
28731324,1414,PREFLOP,cb952d02,1.0
28731329,1419,PREFLOP,cb952d02,2.0
28731339,1429,PREFLOP,cb952d02,7.0
28738824,1398,FLOP,cb952d02,8.0
28738855,1429,FLOP,cb952d02,16.0
28742613,1429,TURN,cb952d02,64.0
28750098,1398,PREFLOP,1e506fe5,7.0
28750107,1407,PREFLOP,1e506fe5,8.0
28750114,1414,PREFLOP,1e506fe5,9.0
28750208,1508,PREFLOP,1e506fe5,6.0
28757614,1398,FLOP,1e506fe5,8.0
28761372,1398,TURN,1e506fe5,0.0
28768889,1399,PREFLOP,d28e1c43,6.0
28768910,1420,PREFLOP,d28e1c43,30.0
28776405,1399,FLOP,d28e1c43,2.0
28776426,1420,FLOP,d28e1c43,3.0
28780163,1399,TURN,d28e1c43,2.0
28787680,1400,PREFLOP,37dc3a52,7.0
28787698,1418,PREFLOP,37dc3a52,1.0
28787735,1455,PREFLOP,37dc3a52,7.0
28787740,1460,PREFLOP,37dc3a52,4.0
28787839,1559,PREFLOP,37dc3a52,5.0
28787902,1622,PREFLOP,37dc3a52,1.0
28787920,1640,PREFLOP,37dc3a52,1.0
28787984,1704,PREFLOP,37dc3a52,2.0
28788034,1754,PREFLOP,37dc3a52,1.0
28788035,1755,PREFLOP,37dc3a52,2.0
28788059,1779,PREFLOP,37dc3a52,12.0
28788067,1787,PREFLOP,37dc3a52,2.0
28788224,1944,PREFLOP,37dc3a52,1.0
28799341,1787,TURN,37dc3a52,0.0
28806470,1400,PREFLOP,60aa1e3a,7.0
28806487,1417,PREFLOP,60aa1e3a,5.0
28814003,1417,FLOP,60aa1e3a,0.0
28825260,1400,PREFLOP,ea951916,7.0
28825328,1468,PREFLOP,ea951916,22.0
28825391,1531,PREFLOP,ea951916,4.0
28825469,1609,PREFLOP,ea951916,2.0
28825490,1630,PREFLOP,ea951916,2.0
28825495,1635,PREFLOP,ea951916,2.0
28825555,1695,PREFLOP,ea951916,7.0
28825576,1716,PREFLOP,ea951916,214.0
28825590,1730,PREFLOP,ea951916,1.0
28833071,1695,FLOP,ea951916,9.0
28836829,1695,TURN,ea951916,18.0
28844050,1400,PREFLOP,851f8006,7.0
28844096,1446,PREFLOP,851f8006,2.0
28844241,1591,PREFLOP,851f8006,7.0
28844254,1604,PREFLOP,851f8006,2.0
28851770,1604,FLOP,851f8006,0.0
28855515,1591,TURN,851f8006,6.0
28859273,1591,RIVER,851f8006,0.0
28862841,1401,PREFLOP,1411431,7.0
28863069,1629,PREFLOP,1411431,2.0
28863133,1693,PREFLOP,1411431,1.0
28863136,1696,PREFLOP,1411431,2.0
28863166,1726,PREFLOP,1411431,2.0
28863362,1922,PREFLOP,1411431,7.0
28863375,1935,PREFLOP,1411431,4.0
28881631,1401,PREFLOP,61e2f111,2.0
28881632,1402,PREFLOP,61e2f111,1.0
28881645,1415,PREFLOP,61e2f111,1.0
28881664,1434,PREFLOP,61e2f111,6.0
28881698,1468,PREFLOP,61e2f111,22.0
28881720,1490,PREFLOP,61e2f111,1.0
28881748,1518,PREFLOP,61e2f111,2.0
28889214,1468,FLOP,61e2f111,0.0
28900421,1401,PREFLOP,d5695d46,7.0
28900435,1415,PREFLOP,d5695d46,7.0
28900495,1475,PREFLOP,d5695d46,1.0
28900526,1506,PREFLOP,d5695d46,1.0
28900531,1511,PREFLOP,d5695d46,2.0
28900588,1568,PREFLOP,d5695d46,2.0
28900680,1660,PREFLOP,d5695d46,1.0
28900695,1675,PREFLOP,d5695d46,22.0
28900737,1717,PREFLOP,d5695d46,1.0
28900772,1752,PREFLOP,d5695d46,1.0
28900792,1772,PREFLOP,d5695d46,2.0
28900908,1888,PREFLOP,d5695d46,1.0
28907937,1401,FLOP,d5695d46,0.0
28908211,1675,FLOP,d5695d46,178.0
28919212,1402,PREFLOP,a20a0115,4.0
28919250,1440,PREFLOP,a20a0115,7.0
28919254,1444,PREFLOP,a20a0115,1.0
28919316,1506,PREFLOP,a20a0115,2.0
28919331,1521,PREFLOP,a20a0115,2.0
28919347,1537,PREFLOP,a20a0115,2.0
28919352,1542,PREFLOP,a20a0115,4.0
28919354,1544,PREFLOP,a20a0115,2.0
28926766,1440,FLOP,a20a0115,5.0
28930486,1402,TURN,a20a0115,5.0
28938002,1402,PREFLOP,be9a2960,4.0
28938078,1478,PREFLOP,be9a2960,2.0
28938106,1506,PREFLOP,be9a2960,4.0
28938119,1519,PREFLOP,be9a2960,4.0
28945622,1506,FLOP,be9a2960,6.0
28945635,1519,FLOP,be9a2960,6.0
28949276,1402,TURN,be9a2960,5.0
28949380,1506,TURN,be9a2960,0.0
28953151,1519,RIVER,be9a2960,8.0
28956792,1402,PREFLOP,7d1a639a,4.0
28956822,1432,PREFLOP,7d1a639a,2.0
28956987,1597,PREFLOP,7d1a639a,16.0
28957023,1633,PREFLOP,7d1a639a,7.0
28957099,1709,PREFLOP,7d1a639a,2.0
28964503,1597,FLOP,7d1a639a,0.0
28964615,1709,FLOP,7d1a639a,2.0
28968373,1709,TURN,7d1a639a,2.0
28972131,1709,RIVER,7d1a639a,0.0
28975583,1403,PREFLOP,bcdc9739,4.0
28975588,1408,PREFLOP,bcdc9739,2.0
28975596,1416,PREFLOP,bcdc9739,4.0
28975697,1517,PREFLOP,bcdc9739,4.0
28975722,1542,PREFLOP,bcdc9739,4.0
28983112,1416,FLOP,bcdc9739,2.0
28983213,1517,FLOP,bcdc9739,3.0
28986870,1416,TURN,bcdc9739,0.0
28994373,1403,PREFLOP,9a28cb81,2.0
28994396,1426,PREFLOP,9a28cb81,1.0
28994419,1449,PREFLOP,9a28cb81,2.0
28994499,1529,PREFLOP,9a28cb81,2.0
29013163,1403,PREFLOP,f4f0c5e7,4.0
29013234,1474,PREFLOP,f4f0c5e7,7.0
29013242,1482,PREFLOP,f4f0c5e7,2.0
29013243,1483,PREFLOP,f4f0c5e7,6.0
29013244,1484,PREFLOP,f4f0c5e7,4.0
29013249,1489,PREFLOP,f4f0c5e7,2.0
29024437,1403,TURN,f4f0c5e7,0.0
29031954,1404,PREFLOP,1b724451,1.0
29050744,1404,PREFLOP,58e3415,2.0
29050753,1413,PREFLOP,58e3415,1.0
29069535,1405,PREFLOP,f4b71ebe,7.0
29069539,1409,PREFLOP,f4b71ebe,10.0
29069544,1414,PREFLOP,f4b71ebe,2.0
29069551,1421,PREFLOP,f4b71ebe,2.0
29069567,1437,PREFLOP,f4b71ebe,7.0
29069576,1446,PREFLOP,f4b71ebe,1.0
29069732,1602,PREFLOP,f4b71ebe,1.0
29069801,1671,PREFLOP,f4b71ebe,2.0
29069832,1702,PREFLOP,f4b71ebe,1.0
29069842,1712,PREFLOP,f4b71ebe,102.0
29069854,1724,PREFLOP,f4b71ebe,2.0
29069909,1779,PREFLOP,f4b71ebe,12.0
29069964,1834,PREFLOP,f4b71ebe,2.0
29069967,1837,PREFLOP,f4b71ebe,1.0
29069989,1859,PREFLOP,f4b71ebe,2.0
29070020,1890,PREFLOP,f4b71ebe,6.0
29070075,1945,PREFLOP,f4b71ebe,2.0
29070084,1954,PREFLOP,f4b71ebe,2.0
29070164,2034,PREFLOP,f4b71ebe,1.0
29077055,1409,FLOP,f4b71ebe,10.0
29077083,1437,FLOP,f4b71ebe,0.0
29077358,1712,FLOP,f4b71ebe,110.0
29077425,1779,FLOP,f4b71ebe,24.0
29077536,1890,FLOP,f4b71ebe,8.0
29084941,1779,RIVER,f4b71ebe,48.0
29085052,1890,RIVER,f4b71ebe,0.0
29088326,1406,PREFLOP,e1311994,2.0
29088330,1410,PREFLOP,e1311994,2.0
29088360,1440,PREFLOP,e1311994,1.0
29088425,1505,PREFLOP,e1311994,1.0
29088443,1523,PREFLOP,e1311994,1.0
29088453,1533,PREFLOP,e1311994,4.0
29095969,1533,FLOP,e1311994,5.0
29107116,1406,PREFLOP,83b02e28,2.0
29107149,1439,PREFLOP,83b02e28,2.0
29107182,1472,PREFLOP,83b02e28,7.0
29107210,1500,PREFLOP,83b02e28,2.0
29107258,1548,PREFLOP,83b02e28,2.0
29107282,1572,PREFLOP,83b02e28,1.0
29107336,1626,PREFLOP,83b02e28,2.0
29107343,1633,PREFLOP,83b02e28,1.0
29107410,1700,PREFLOP,83b02e28,2.0
29107415,1705,PREFLOP,83b02e28,1.0
29107425,1715,PREFLOP,83b02e28,1.0
29107444,1734,PREFLOP,83b02e28,1.0
29107468,1758,PREFLOP,83b02e28,2.0
29107471,1761,PREFLOP,83b02e28,20.0
29107640,1930,PREFLOP,83b02e28,1.0
29114698,1472,FLOP,83b02e28,10.0
29114987,1761,FLOP,83b02e28,30.0
29118745,1761,TURN,83b02e28,40.0
29125906,1406,PREFLOP,f9edc52d,2.0
29125919,1419,PREFLOP,f9edc52d,2.0
29125948,1448,PREFLOP,f9edc52d,1.0
29125957,1457,PREFLOP,f9edc52d,1.0
29125988,1488,PREFLOP,f9edc52d,2.0
29126036,1536,PREFLOP,f9edc52d,2.0
29133552,1536,FLOP,f9edc52d,5.0
29137180,1406,TURN,f9edc52d,0.0
29137193,1419,TURN,f9edc52d,0.0
29141068,1536,RIVER,f9edc52d,15.0
29144697,1407,PREFLOP,1306624d,8.0
29144881,1591,PREFLOP,1306624d,2.0
29144939,1649,PREFLOP,1306624d,7.0
29144943,1653,PREFLOP,1306624d,2.0
29163488,1408,PREFLOP,e75f3fc4,2.0
29163520,1440,PREFLOP,e75f3fc4,7.0
29163538,1458,PREFLOP,e75f3fc4,2.0
29171036,1440,FLOP,e75f3fc4,5.0
29174794,1440,TURN,e75f3fc4,0.0
29174812,1458,TURN,e75f3fc4,0.0
29182280,1410,PREFLOP,22f68837,1.0
29182286,1416,PREFLOP,22f68837,4.0
29189802,1416,FLOP,22f68837,2.0
29201071,1411,PREFLOP,294426d3,1.0
29201077,1417,PREFLOP,294426d3,5.0
29219862,1412,PREFLOP,ff8664b2,8.0
29219874,1424,PREFLOP,ff8664b2,2.0
29219904,1454,PREFLOP,ff8664b2,1.0
29219934,1484,PREFLOP,ff8664b2,4.0
29219954,1504,PREFLOP,ff8664b2,2.0
29219955,1505,PREFLOP,ff8664b2,2.0
29227390,1424,FLOP,ff8664b2,8.0
29231148,1424,TURN,ff8664b2,20.0
29238652,1412,PREFLOP,e51a7c0,8.0
29238668,1428,PREFLOP,e51a7c0,1.0
29249926,1412,TURN,e51a7c0,0.0
29257442,1412,PREFLOP,77c61206,8.0
29257489,1459,PREFLOP,77c61206,6.0
29257508,1478,PREFLOP,77c61206,1.0
29268763,1459,TURN,77c61206,13.0
29272521,1459,RIVER,77c61206,48.0
29276233,1413,PREFLOP,d9d25b7e,7.0
29276262,1442,PREFLOP,d9d25b7e,4.0
29276406,1586,PREFLOP,d9d25b7e,1.0
29276504,1684,PREFLOP,d9d25b7e,4.0
29276518,1698,PREFLOP,d9d25b7e,2.0
29276528,1708,PREFLOP,d9d25b7e,2.0
29276542,1722,PREFLOP,d9d25b7e,2.0
29276563,1743,PREFLOP,d9d25b7e,2.0
29276568,1748,PREFLOP,d9d25b7e,7.0
29276569,1749,PREFLOP,d9d25b7e,6.0
29283778,1442,FLOP,d9d25b7e,6.0
29295023,1413,PREFLOP,693333b6,7.0
29295048,1438,PREFLOP,693333b6,2.0
29295091,1481,PREFLOP,693333b6,6.0
29295146,1536,PREFLOP,693333b6,2.0
29295188,1578,PREFLOP,693333b6,7.0
29295207,1597,PREFLOP,693333b6,16.0
29302662,1536,FLOP,693333b6,5.0
29310178,1536,RIVER,693333b6,15.0
29313814,1414,PREFLOP,75671472,9.0
29332605,1415,PREFLOP,4b874df9,7.0
29340121,1415,FLOP,4b874df9,0.0
29351397,1417,PREFLOP,382b318e,5.0
29370188,1418,PREFLOP,eac8ba12,1.0
29370195,1425,PREFLOP,eac8ba12,2.0
29370325,1555,PREFLOP,eac8ba12,2.0
29370366,1596,PREFLOP,eac8ba12,8.0
29370405,1635,PREFLOP,eac8ba12,2.0
29370407,1637,PREFLOP,eac8ba12,1.0
29370450,1680,PREFLOP,eac8ba12,2.0
29377841,1555,FLOP,eac8ba12,3.0
29377882,1596,FLOP,eac8ba12,0.0
29388979,1419,PREFLOP,337776b3,1.0
29389001,1441,PREFLOP,337776b3,6.0
29389003,1443,PREFLOP,337776b3,5.0
29396517,1441,FLOP,337776b3,4.0
29396519,1443,FLOP,337776b3,0.0
29400275,1441,TURN,337776b3,15.0
29404033,1441,RIVER,337776b3,0.0
29407770,1420,PREFLOP,710dd0ed,2.0
29407773,1423,PREFLOP,710dd0ed,1.0
29407775,1425,PREFLOP,710dd0ed,1.0
29407829,1479,PREFLOP,710dd0ed,2.0
29407830,1480,PREFLOP,710dd0ed,2.0
29407839,1489,PREFLOP,710dd0ed,1.0
29407845,1495,PREFLOP,710dd0ed,1.0
29407852,1502,PREFLOP,710dd0ed,1.0
29407853,1503,PREFLOP,710dd0ed,2.0
29407859,1509,PREFLOP,710dd0ed,1.0
29407868,1518,PREFLOP,710dd0ed,1.0
29407872,1522,PREFLOP,710dd0ed,2.0
29407878,1528,PREFLOP,710dd0ed,1.0
29426560,1420,PREFLOP,61869dd4,30.0
29426576,1436,PREFLOP,61869dd4,1.0
29426592,1452,PREFLOP,61869dd4,1.0
29426594,1454,PREFLOP,61869dd4,2.0
29434076,1420,FLOP,61869dd4,3.0
29445351,1421,PREFLOP,162ed7d4,1.0
29445352,1422,PREFLOP,162ed7d4,2.0
29445363,1433,PREFLOP,162ed7d4,6.0
29445367,1437,PREFLOP,162ed7d4,7.0
29445405,1475,PREFLOP,162ed7d4,2.0
29445431,1501,PREFLOP,162ed7d4,4.0
29445432,1502,PREFLOP,162ed7d4,4.0
29445456,1526,PREFLOP,162ed7d4,4.0
29445465,1535,PREFLOP,162ed7d4,4.0
29445468,1538,PREFLOP,162ed7d4,1.0
29452947,1501,FLOP,162ed7d4,6.0
29456679,1475,TURN,162ed7d4,3.0
29456705,1501,TURN,162ed7d4,86.0
29464142,1422,PREFLOP,50342b38,2.0
29464169,1449,PREFLOP,50342b38,15.0
29464179,1459,PREFLOP,50342b38,6.0
29464219,1499,PREFLOP,50342b38,6.0
29464232,1512,PREFLOP,50342b38,6.0
29471748,1512,FLOP,50342b38,0.0
29475453,1459,TURN,50342b38,13.0
29479211,1459,RIVER,50342b38,48.0
29482934,1424,PREFLOP,a1d530c,2.0
29482937,1427,PREFLOP,a1d530c,2.0
29490450,1424,FLOP,a1d530c,8.0
29494208,1424,TURN,a1d530c,20.0
29501725,1425,PREFLOP,319d7da5,2.0
29520516,1426,PREFLOP,9c8765af,2.0
29520528,1438,PREFLOP,9c8765af,1.0
29520600,1510,PREFLOP,9c8765af,13.0
29520623,1533,PREFLOP,9c8765af,4.0
29520635,1545,PREFLOP,9c8765af,6.0
29528139,1533,FLOP,9c8765af,5.0
29539307,1427,PREFLOP,efea91a6,2.0
29539352,1472,PREFLOP,efea91a6,7.0
29539375,1495,PREFLOP,efea91a6,2.0
29539405,1525,PREFLOP,efea91a6,1.0
29539414,1534,PREFLOP,efea91a6,7.0
29539424,1544,PREFLOP,efea91a6,1.0
29546930,1534,FLOP,efea91a6,17.0
29550688,1534,TURN,efea91a6,23.0
29558098,1428,PREFLOP,9aa24e9d,1.0
29558100,1430,PREFLOP,9aa24e9d,7.0
29558238,1568,PREFLOP,9aa24e9d,2.0
